"id","sl.cat","ta.cat","act.cat","northing","easting","date_time"
"mafalda",1,NA,NA,7881281,639311,1560054087
"mafalda",1,7,NA,7881293,639246,1560054506
"mafalda",1,4,5,7881324,639235,1560054919
"mafalda",1,2,NA,7881318,639266,1560055348
"mafalda",1,1,2,7881311,639250,1560055796
"mafalda",1,1,NA,7881335,639274,1560056223
"mafalda",1,10,NA,7881304,639242,1560056616
"mafalda",2,9,5,7881294,639324,1560057021
"mafalda",1,NA,NA,7881289,639317,1560058282
"mafalda",1,9,NA,7881277,639382,1560058704
"mafalda",1,8,2,7881300,639382,1560059129
"mafalda",1,4,NA,7881304,639386,1560059583
"mafalda",1,8,2,7881316,639378,1560059957
"mafalda",1,1,NA,7881302,639400,1560060375
"mafalda",1,NA,NA,7881328,639433,1560061669
"mafalda",1,2,3,7881335,639442,1560062103
"mafalda",1,8,NA,7881361,639425,1560062480
"mafalda",1,7,NA,7881350,639377,1560062928
"mafalda",1,2,3,7881385,639386,1560063321
"mafalda",1,4,NA,7881389,639410,1560063752
"mafalda",1,6,4,7881407,639472,1560064170
"mafalda",1,6,NA,7881419,639482,1560064601
"mafalda",2,5,NA,7881469,639535,1560065019
"mafalda",1,NA,NA,7881412,639600,1560131243
"mafalda",1,NA,NA,7881456,639698,1560134224
"mafalda",2,5,5,7881595,639704,1560134644
"mafalda",2,NA,4,7881792,639798,1560135879
"mafalda",1,NA,5,7881971,639810,1560137996
"mafalda",1,NA,NA,7881915,639729,1560139263
"mafalda",1,7,NA,7881886,639751,1560139662
"mafalda",1,NA,2,7881961,639725,1560141330
"mafalda",2,2,NA,7881891,639760,1560141765
"mafalda",3,10,5,7882045,639717,1560142159
"mafalda",1,9,NA,7881997,639666,1560142598
"mafalda",1,6,NA,7881957,639636,1560143004
"mafalda",1,8,4,7881944,639671,1560143421
"mafalda",1,1,NA,7881959,639621,1560143884
"mafalda",1,9,4,7881900,639623,1560144304
"mafalda",3,5,NA,7881778,639548,1560144701
"mafalda",3,5,NA,7881623,639413,1560145113
"mafalda",1,4,4,7881625,639407,1560145518
"mafalda",1,10,NA,7881623,639409,1560145944
"mafalda",1,7,2,7881625,639424,1560146381
"mafalda",1,10,NA,7881629,639405,1560146792
"mafalda",1,9,NA,7881620,639406,1560147201
"mafalda",1,8,1,7881620,639412,1560147611
"mafalda",1,10,NA,7881622,639409,1560148048
"mafalda",1,1,3,7881613,639443,1560148463
"mafalda",3,7,NA,7881735,639553,1560148877
"mafalda",1,2,4,7881712,639565,1560149344
"mafalda",1,8,5,7881743,639615,1560149723
"mafalda",1,5,NA,7881748,639626,1560150148
"mafalda",1,3,4,7881722,639642,1560150568
"mafalda",1,4,NA,7881671,639633,1560150999
"mafalda",2,6,NA,7881605,639663,1560151403
"mafalda",1,3,3,7881599,639638,1560151832
"mafalda",1,8,NA,7881551,639642,1560152276
"mafalda",1,NA,3,7881439,639608,1560153544
"mafalda",1,7,3,7881415,639661,1560153926
"mafalda",1,NA,4,7881466,639534,1560155641
"mafalda",2,NA,NA,7881384,639626,1560218495
"mafalda",3,NA,NA,7881404,640000,1560222691
"mafalda",3,NA,NA,7881668,640176,1560226048
"mafalda",2,7,5,7881728,640093,1560226465
"mafalda",3,4,NA,7881921,640030,1560226924
"mafalda",1,NA,NA,7881939,640088,1560229424
"mafalda",1,5,NA,7881917,640106,1560229864
"mafalda",2,6,NA,7881872,640176,1560230262
"mafalda",3,8,5,7881978,640285,1560230685
"mafalda",1,6,NA,7882020,640326,1560231082
"mafalda",1,NA,NA,7882149,640454,1560232382
"mafalda",1,3,4,7882167,640483,1560232781
"mafalda",3,4,NA,7882100,640607,1560233184
"mafalda",2,8,NA,7882187,640678,1560233599
"mafalda",3,7,5,7882334,640679,1560234012
"mafalda",1,NA,NA,7882439,640726,1560235711
"mafalda",1,7,4,7882455,640743,1560236156
"mafalda",2,7,NA,7882523,640733,1560236551
"mafalda",1,3,5,7882516,640791,1560236960
"mafalda",1,6,NA,7882518,640818,1560237389
"mafalda",1,5,NA,7882507,640842,1560237803
"mafalda",1,6,5,7882516,640910,1560238248
"mafalda",2,4,NA,7882479,640969,1560238645
"mafalda",1,8,5,7882497,640983,1560239103
"mafalda",2,3,NA,7882451,641073,1560239501
"mafalda",1,8,NA,7882489,641091,1560239905
"mafalda",2,5,5,7882553,641150,1560240354
"mafalda",2,5,NA,7882588,641250,1560240753
"mafalda",2,6,5,7882660,641368,1560241195
"mafalda",2,4,NA,7882618,641446,1560241578
"mafalda",2,8,5,7882699,641487,1560242042
"mafalda",1,NA,NA,7883065,641672,1560293162
"mafalda",1,1,NA,7883104,641709,1560293582
"mafalda",1,NA,NA,7883116,641674,1560294806
"mafalda",1,10,1,7883083,641706,1560295221
"mafalda",1,6,NA,7883081,641710,1560295649
"mafalda",1,5,1,7883073,641721,1560296058
"mafalda",1,NA,4,7883092,641771,1560297312
"mafalda",2,NA,NA,7883142,641593,1560298586
"mafalda",2,7,NA,7883136,641509,1560299006
"mafalda",2,5,4,7883153,641435,1560299436
"mafalda",1,7,NA,7883136,641408,1560299844
"mafalda",1,10,4,7883147,641437,1560300272
"mafalda",1,1,NA,7883124,641383,1560300675
"mafalda",2,5,NA,7883087,641248,1560301104
"mafalda",1,2,4,7883131,641269,1560301511
"mafalda",2,10,NA,7883081,641194,1560301934
"mafalda",2,NA,NA,7883120,640989,1560304048
"mafalda",2,1,3,7883077,641055,1560304503
"mafalda",1,NA,4,7883123,640930,1560305725
"mafalda",2,5,NA,7883160,640861,1560306151
"mafalda",1,3,4,7883176,640871,1560306568
"mafalda",1,10,NA,7883138,640834,1560306998
"mafalda",3,4,5,7883127,640682,1560307443
"mafalda",2,NA,NA,7883207,640622,1560310355
"mafalda",2,6,3,7883331,640607,1560310803
"mafalda",1,5,NA,7883358,640612,1560311220
"mafalda",1,1,3,7883324,640607,1560311643
"mafalda",1,4,NA,7883322,640598,1560312063
"mafalda",1,2,NA,7883369,640631,1560312442
"mafalda",1,8,5,7883383,640597,1560312873
"mafalda",1,NA,3,7883393,640608,1560314118
"mafalda",1,7,NA,7883428,640586,1560314583
"mafalda",1,5,4,7883462,640581,1560314952
"mafalda",2,9,NA,7883372,640519,1560315406
"mafalda",2,6,NA,7883275,640489,1560315800
"mafalda",1,NA,NA,7882936,640340,1560317482
"mafalda",1,7,NA,7882879,640374,1560317932
"mafalda",1,8,NA,7882882,640385,1560318360
"mafalda",1,4,NA,7882861,640436,1560318776
"mafalda",2,5,3,7882812,640528,1560319161
"mafalda",1,5,NA,7882774,640561,1560319578
"mafalda",2,7,NA,7882765,640631,1560320001
"mafalda",2,4,5,7882634,640656,1560320429
"mafalda",1,6,NA,7882612,640678,1560320844
"mafalda",1,4,4,7882565,640659,1560321260
"mafalda",2,5,NA,7882479,640620,1560321715
"mafalda",2,NA,4,7882124,640299,1560323356
"mafalda",3,5,NA,7882064,640143,1560323791
"mafalda",3,7,NA,7881905,640071,1560324208
"mafalda",1,4,3,7881891,640037,1560324630
"mafalda",3,6,NA,7881814,639915,1560325031
"mafalda",3,5,4,7881735,639742,1560325495
"mafalda",1,8,NA,7881727,639746,1560325876
"mafalda",4,4,NA,7881555,639614,1560326291
"mafalda",1,NA,3,7881417,639515,1560401403
"mafalda",1,6,NA,7881364,639515,1560401822
"mafalda",1,NA,5,7881211,639387,1560403468
"mafalda",2,7,NA,7881144,639439,1560403923
"mafalda",1,5,4,7881116,639450,1560404343
"mafalda",2,4,NA,7880995,639383,1560404762
"mafalda",1,7,NA,7880959,639401,1560405143
"mafalda",1,10,2,7880984,639399,1560405557
"mafalda",1,7,NA,7880987,639388,1560405984
"mafalda",1,8,NA,7880974,639385,1560406399
"mafalda",1,5,NA,7880943,639352,1560406863
"mafalda",1,6,NA,7880918,639347,1560407244
"mafalda",1,8,3,7880901,639392,1560407672
"mafalda",1,9,NA,7880925,639386,1560408101
"mafalda",1,6,NA,7880951,639368,1560408498
"mafalda",1,5,4,7880987,639345,1560408958
"mafalda",1,2,NA,7880989,639357,1560409378
"mafalda",1,6,2,7880996,639390,1560409757
"mafalda",1,7,NA,7881032,639394,1560410217
"mafalda",1,4,NA,7881058,639419,1560410599
"mafalda",1,NA,3,7881074,639337,1560411886
"mafalda",4,9,NA,7880986,639573,1560412324
"mafalda",5,10,NA,7881163,639357,1560412707
"mafalda",2,4,4,7881243,639351,1560413148
"mafalda",1,4,NA,7881297,639387,1560413551
"mafalda",1,2,5,7881252,639421,1560413959
"mafalda",4,7,NA,7881251,639665,1560414412
"mafalda",3,10,NA,7881280,639513,1560414812
"mafalda",2,3,NA,7881375,639534,1560415262
"mafalda",1,NA,1,7881068,639607,1560482756
"mafalda",2,NA,5,7880731,639819,1560485663
"mafalda",1,4,NA,7880694,639808,1560486122
"mafalda",1,7,NA,7880662,639834,1560486515
"mafalda",1,4,4,7880591,639832,1560486942
"mafalda",1,NA,NA,7880495,639765,1560488206
"mafalda",5,4,5,7880373,639472,1560488643
"mafalda",5,9,5,7880292,639775,1560489037
"mafalda",2,7,NA,7880335,639877,1560489483
"mafalda",1,7,5,7880370,639875,1560489891
"mafalda",2,10,NA,7880273,639817,1560490293
"mafalda",2,7,3,7880163,639867,1560490743
"mafalda",2,5,NA,7880092,639882,1560491163
"mafalda",1,NA,NA,7880028,639852,1560492423
"mafalda",1,10,4,7880016,639850,1560492843
"mafalda",1,6,5,7879958,639843,1560493238
"mafalda",2,5,NA,7879830,639820,1560493656
"mafalda",1,2,4,7879858,639789,1560494075
"mafalda",2,7,NA,7879847,639697,1560494500
"mafalda",3,7,NA,7879721,639642,1560494911
"mafalda",1,6,3,7879693,639633,1560495338
"mafalda",1,NA,NA,7879634,639607,1560496589
"mafalda",1,4,NA,7879631,639596,1560497004
"mafalda",1,2,4,7879680,639608,1560497427
"mafalda",2,6,NA,7879807,639590,1560497883
"mafalda",1,8,4,7879806,639580,1560498298
"mafalda",2,3,NA,7879920,639560,1560498679
"mafalda",1,7,4,7879956,639493,1560499143
"mafalda",1,6,NA,7879973,639449,1560499563
"mafalda",1,10,NA,7879957,639481,1560499977
"mafalda",1,1,4,7879966,639432,1560500390
"mafalda",2,9,NA,7879878,639451,1560500775
"mafalda",2,3,NA,7879860,639372,1560501189
"mafalda",2,NA,5,7879889,639050,1560568744
"mafalda",1,NA,NA,7880195,638650,1560574583
"mafalda",1,4,2,7880198,638657,1560575042
"mafalda",1,9,2,7880202,638653,1560575432
"mafalda",1,3,NA,7880207,638658,1560575832
"mafalda",1,2,3,7880203,638658,1560576294
"mafalda",1,6,NA,7880176,638667,1560576677
"mafalda",1,2,NA,7880180,638628,1560577100
"mafalda",1,6,4,7880154,638572,1560577527
"mafalda",2,1,NA,7880258,638647,1560577984
"mafalda",1,1,3,7880244,638642,1560578403
"mafalda",1,6,NA,7880234,638643,1560578807
"mafalda",1,3,NA,7880235,638634,1560579209
"mafalda",1,8,4,7880227,638631,1560579634
"mafalda",1,9,NA,7880227,638634,1560580051
"mafalda",1,8,1,7880236,638635,1560580449
"mafalda",1,8,NA,7880236,638631,1560580881
"mafalda",1,NA,NA,7880225,638647,1560582184
"mafalda",1,9,3,7880224,638671,1560582553
"mafalda",2,5,NA,7880215,638820,1560583006
"mafalda",1,7,NA,7880225,638830,1560583393
"mafalda",1,5,3,7880264,638877,1560583842
"mafalda",2,6,NA,7880384,638921,1560584242
"mafalda",2,4,4,7880455,639031,1560584685
"mafalda",2,4,NA,7880445,639103,1560585092
"mafalda",1,5,NA,7880420,639137,1560585539
"mafalda",1,NA,3,7880101,639213,1560587644
"mafalda",1,7,4,7880057,639251,1560588053
"mafalda",1,NA,4,7879687,639310,1560724744
"mafalda",2,3,5,7879615,639274,1560725135
"mafalda",3,8,NA,7879537,639450,1560725583
"mafalda",5,9,4,7879830,639425,1560726004
"mafalda",4,10,NA,7879591,639417,1560726420
"mafalda",2,7,NA,7879559,639500,1560726808
"mafalda",1,5,4,7879530,639559,1560727230
"mafalda",1,2,NA,7879495,639519,1560727652
"mafalda",1,6,4,7879456,639492,1560728104
"mafalda",1,5,NA,7879438,639471,1560728490
"mafalda",2,2,NA,7879532,639489,1560728937
"mafalda",1,NA,NA,7879315,639421,1560730591
"mafalda",3,NA,NA,7879155,639444,1560733100
"mafalda",3,4,4,7879023,639377,1560733523
"mafalda",2,9,NA,7879037,639490,1560733951
"mafalda",1,3,5,7878994,639510,1560734404
"mafalda",1,3,NA,7878988,639487,1560734824
"mafalda",1,6,NA,7878956,639456,1560735206
"mafalda",1,6,4,7878927,639449,1560735646
"mafalda",1,NA,5,7879129,639630,1560739834
"mafalda",1,NA,NA,7879247,639577,1560741508
"mafalda",1,5,4,7879280,639614,1560741943
"mafalda",1,6,NA,7879308,639629,1560742384
"mafalda",1,5,4,7879330,639660,1560742778
"mafalda",1,8,NA,7879378,639628,1560743184
"mafalda",3,8,NA,7879276,639466,1560743604
"mafalda",1,NA,3,7879387,639420,1560744871
"mafalda",1,5,NA,7879442,639432,1560745319
"mafalda",1,5,4,7879479,639469,1560745744
"mafalda",1,5,3,7879508,639526,1560746156
"mafalda",1,NA,NA,7879533,639510,1560747821
"mafalda",1,NA,NA,7879614,639581,1560749503
"mafalda",2,1,2,7879534,639575,1560749943
"mafalda",2,10,2,7879608,639598,1560750329
"mafalda",1,5,NA,7879632,639607,1560750752
"mafalda",2,6,3,7879703,639620,1560751159
"mafalda",1,10,NA,7879690,639609,1560751576
"mafalda",1,5,NA,7879657,639555,1560752018
"mafalda",2,3,NA,7879729,639504,1560752464
"mafalda",1,5,NA,7879753,639501,1560752884
"mafalda",2,7,5,7879795,639382,1560753277
"mafalda",2,8,NA,7879700,639344,1560753713
"mafalda",4,2,NA,7879911,639237,1560754127
"mafalda",1,NA,NA,7880238,639287,1560813227
"mafalda",1,7,NA,7880244,639267,1560813661
"mafalda",3,7,NA,7880128,639169,1560814072
"mafalda",2,NA,NA,7880389,639215,1560815316
"mafalda",1,6,4,7880427,639167,1560815744
"mafalda",3,4,NA,7880607,639124,1560816146
"mafalda",1,NA,NA,7880720,639087,1560817402
"mafalda",2,6,4,7880723,638971,1560817814
"mafalda",3,4,NA,7880829,638853,1560818246
"mafalda",1,6,2,7880833,638833,1560818679
"mafalda",1,1,NA,7880833,638836,1560819093
"mafalda",2,10,NA,7880837,638728,1560819504
"mafalda",2,6,5,7880831,638640,1560819916
"mafalda",1,8,NA,7880772,638640,1560820363
"mafalda",1,4,4,7880758,638612,1560820753
"mafalda",2,NA,NA,7880669,638570,1560823324
"mafalda",2,3,NA,7880686,638501,1560823707
"mafalda",1,1,5,7880695,638526,1560824130
"mafalda",1,10,NA,7880711,638458,1560824551
"mafalda",1,NA,NA,7880760,638418,1560825832
"mafalda",2,2,4,7880826,638393,1560826225
"mafalda",1,7,NA,7880836,638377,1560826684
"mafalda",1,NA,NA,7880818,638368,1560829598
"mafalda",1,3,NA,7880820,638313,1560830004
"mafalda",2,8,5,7880710,638312,1560830419
"mafalda",1,6,NA,7880656,638322,1560830842
"mafalda",1,3,3,7880663,638261,1560831264
"mafalda",1,5,NA,7880704,638206,1560831693
"mafalda",1,5,NA,7880714,638196,1560832115
"mafalda",1,NA,NA,7880580,638130,1560897493
"mafalda",1,4,1,7880577,638130,1560897909
"mafalda",1,9,NA,7880588,638152,1560898333
"mafalda",1,5,2,7880586,638192,1560898774
"mafalda",1,7,NA,7880595,638201,1560899192
"mafalda",1,6,NA,7880616,638216,1560899606
"mafalda",1,4,4,7880617,638228,1560900015
"mafalda",1,6,NA,7880623,638245,1560900446
"mafalda",1,6,4,7880630,638255,1560900892
"mafalda",1,7,NA,7880635,638255,1560901324
"mafalda",1,9,NA,7880632,638252,1560901709
"mafalda",1,10,1,7880634,638256,1560902121
"mafalda",1,1,NA,7880631,638254,1560902537
"mafalda",1,NA,NA,7880648,638272,1560904637
"mafalda",1,6,4,7880684,638312,1560905055
"mafalda",1,6,NA,7880727,638335,1560905524
"mafalda",1,NA,NA,7880739,638385,1560906747
"mafalda",1,NA,3,7880834,638376,1560908442
"mafalda",1,10,NA,7880834,638374,1560908840
"mafalda",1,1,2,7880838,638382,1560909264
"mafalda",1,3,NA,7880832,638385,1560909683
"mafalda",1,9,NA,7880847,638391,1560910119
"mafalda",2,10,4,7880788,638356,1560910520
"mafalda",2,5,NA,7880734,638299,1560910936
"mafalda",1,NA,NA,7880622,638239,1560912664
"mafalda",1,2,NA,7880688,638225,1560913084
"mafalda",1,NA,3,7880542,638171,1560914721
"mafalda",2,4,NA,7880584,638072,1560915160
"mafalda",2,NA,5,7880713,638142,1560983051
"mafalda",1,2,NA,7880709,638143,1560983475
"mafalda",1,8,NA,7880710,638148,1560983897
"mafalda",1,5,3,7880713,638168,1560984332
"mafalda",7,9,NA,7881154,637889,1560984755
"mafalda",7,1,3,7880756,638209,1560985158
"mafalda",1,9,NA,7880761,638211,1560985620
"mafalda",1,5,NA,7880782,638243,1560986001
"mafalda",2,6,NA,7880859,638312,1560986463
"mafalda",1,NA,NA,7880834,638368,1560987723
"mafalda",1,NA,NA,7880817,638384,1560988978
"mafalda",1,6,2,7880840,638396,1560989367
"mafalda",1,10,NA,7880818,638377,1560989775
"mafalda",2,NA,3,7880891,638317,1560991461
"mafalda",2,10,NA,7880839,638413,1560991913
"mafalda",1,5,NA,7880836,638415,1560992307
"mafalda",1,3,2,7880834,638408,1560992734
"mafalda",2,3,NA,7880922,638371,1560993183
"mafalda",2,1,2,7880844,638418,1560993564
"mafalda",1,3,NA,7880835,638401,1560993987
"mafalda",1,4,NA,7880839,638377,1560994417
"mafalda",1,1,NA,7880840,638396,1560994863
"mafalda",1,NA,NA,7880872,638452,1560996123
"mafalda",1,10,NA,7880865,638435,1560996497
"mafalda",1,6,2,7880834,638414,1560996915
"mafalda",1,2,NA,7880843,638410,1560997336
"mafalda",1,9,2,7880829,638406,1560997803
"mafalda",1,3,NA,7880831,638402,1560998215
"mafalda",1,2,NA,7880837,638410,1560998616
"mafalda",2,NA,5,7880732,638335,1560999904
"mafalda",3,6,NA,7880560,638331,1561000324
"mafalda",2,NA,NA,7880551,638165,1561002798
"mafalda",2,4,5,7880596,638074,1561003225
"mafalda",1,7,NA,7880593,638057,1561003641
"mafalda",1,NA,5,7880720,637948,1561069464
"mafalda",1,NA,NA,7880743,637995,1561072018
"mafalda",1,1,NA,7880739,637981,1561072399
"mafalda",1,1,5,7880785,638018,1561072825
"mafalda",1,7,NA,7880791,638018,1561073236
"mafalda",1,4,4,7880817,638068,1561073677
"mafalda",1,8,NA,7880824,638062,1561074106
"mafalda",1,10,NA,7880808,638069,1561074535
"mafalda",1,1,1,7880815,638065,1561074931
"mafalda",1,8,NA,7880813,638063,1561075350
"mafalda",1,10,1,7880818,638073,1561075804
"mafalda",1,9,NA,7880823,638064,1561076193
"mafalda",2,2,NA,7880846,638138,1561076596
"mafalda",1,6,2,7880884,638178,1561077018
"mafalda",3,NA,NA,7880882,638370,1561078697
"mafalda",1,4,NA,7880839,638407,1561079164
"mafalda",1,5,NA,7880835,638410,1561079540
"mafalda",1,NA,2,7880831,638414,1561080844
"mafalda",2,NA,2,7880911,638514,1561082065
"mafalda",2,10,NA,7880846,638408,1561082493
"mafalda",1,1,NA,7880851,638413,1561082915
"mafalda",2,6,NA,7880909,638467,1561083364
"mafalda",1,7,NA,7880944,638468,1561083785
"mafalda",2,NA,NA,7880884,638222,1561085854
"mafalda",1,6,5,7880854,638195,1561086264
"mafalda",1,7,NA,7880836,638198,1561086685
"mafalda",2,4,NA,7880767,638141,1561087107
"mafalda",1,4,5,7880751,638078,1561087534
"mafalda",1,NA,4,7880649,637982,1561089244
"mafalda",2,NA,4,7880633,637952,1561155023
"mafalda",1,4,NA,7880659,637935,1561155484
"mafalda",1,6,4,7880683,637897,1561155857
"mafalda",1,2,NA,7880704,637925,1561156272
"mafalda",4,6,NA,7880906,638056,1561156701
"mafalda",1,5,5,7880956,638103,1561157147
"mafalda",1,1,NA,7880948,638101,1561157576
"mafalda",2,10,5,7881033,638141,1561157970
"mafalda",1,NA,4,7881035,638125,1561159227
"mafalda",1,2,NA,7881023,638133,1561159681
"mafalda",1,10,2,7881034,638127,1561160100
"mafalda",1,NA,1,7881048,638127,1561161321
"mafalda",1,3,NA,7881058,638178,1561161740
"mafalda",2,1,5,7881014,638058,1561162152
"mafalda",1,5,NA,7881019,638025,1561162590
"mafalda",1,6,3,7881015,638014,1561163045
"mafalda",2,3,NA,7881128,637967,1561163465
"mafalda",2,7,NA,7881169,637888,1561163858
"mafalda",3,2,6,7881237,638041,1561164252
"mafalda",2,5,NA,7881243,638172,1561164715
"mafalda",1,1,2,7881237,638159,1561165144
"mafalda",1,10,5,7881237,638204,1561165522
"mafalda",1,10,NA,7881242,638186,1561165952
"mafalda",1,10,2,7881231,638211,1561166388
"mafalda",1,NA,1,7881237,638194,1561168478
"mafalda",1,1,NA,7881204,638155,1561168882
"mafalda",1,1,NA,7881241,638196,1561169319
"mafalda",1,NA,5,7881226,638214,1561170604
"mafalda",2,4,NA,7881158,638213,1561170985
"mafalda",1,1,2,7881181,638199,1561171445
"mafalda",1,2,1,7881183,638208,1561171828
"mafalda",2,4,NA,7881078,638299,1561172251
"mafalda",1,NA,NA,7881016,638318,1561173505
"mafalda",2,2,3,7880939,638320,1561173959
"mafalda",1,NA,NA,7880832,638411,1561175632
"mafalda",1,2,2,7880838,638407,1561176018
"mafalda",1,NA,NA,7880832,638378,1561177706
"mafalda",4,NA,5,7880579,638140,1561179001
"mafalda",1,NA,NA,7880618,638308,1561181476
"mafalda",1,10,NA,7880621,638307,1561181911
"mafalda",1,9,2,7880612,638297,1561182336
"mafalda",1,4,NA,7880608,638235,1561182736
"mafalda",3,5,6,7880622,638078,1561183153
"mafalda",2,NA,NA,7880434,637925,1561329505
"mafalda",1,6,4,7880374,637901,1561329956
"mafalda",3,NA,NA,7880127,637725,1561331182
"mafalda",3,4,NA,7880140,637538,1561331605
"mafalda",1,6,3,7880135,637526,1561332014
"mafalda",1,4,NA,7880172,637487,1561332471
"mafalda",1,NA,NA,7880176,637512,1561333695
"mafalda",1,3,5,7880190,637552,1561334119
"mafalda",1,1,NA,7880183,637536,1561334542
"mafalda",1,1,3,7880197,637554,1561334957
"mafalda",1,10,NA,7880190,637543,1561335381
"mafalda",1,4,NA,7880196,637529,1561335805
"mafalda",1,9,1,7880191,637529,1561336218
"mafalda",1,10,NA,7880199,637532,1561336644
"mafalda",1,3,2,7880195,637545,1561337052
"mafalda",1,3,NA,7880151,637536,1561337476
"mafalda",2,6,NA,7880036,637531,1561337903
"mafalda",1,7,3,7880014,637547,1561338355
"mafalda",1,1,NA,7880024,637526,1561338784
"mafalda",2,9,6,7879887,637533,1561339203
"mafalda",1,5,NA,7879837,637504,1561339587
"mafalda",1,6,2,7879767,637478,1561340042
"mafalda",7,NA,NA,7879366,637278,1561343823
"mafalda",1,1,NA,7879336,637294,1561344210
"mafalda",2,3,4,7879288,637218,1561344655
"mafalda",2,8,NA,7879217,637251,1561345064
"mafalda",2,6,5,7879165,637306,1561345467
"mafalda",1,2,NA,7879163,637302,1561345923
"mafalda",1,NA,NA,7879098,637324,1561347156
"mafalda",1,3,5,7879098,637284,1561347603
"mafalda",2,NA,4,7878957,637283,1561348821
"mafalda",1,4,NA,7878951,637275,1561349239
"mafalda",1,3,3,7878961,637261,1561349681
"mafalda",1,8,NA,7878905,637238,1561350077
"mafalda",4,6,NA,7878679,637190,1561350497
"mafalda",3,NA,5,7878322,637188,1561351759
"mafalda",1,NA,3,7878147,637304,1561353020
"mafalda",2,1,NA,7878089,637243,1561353450
"mafalda",2,5,5,7878052,637113,1561353859
"mafalda",2,7,NA,7877956,637058,1561354278
"mafalda",1,5,NA,7877906,637011,1561354712
"mafalda",1,7,4,7877865,637006,1561355125
"mafalda",1,8,NA,7877850,637052,1561355545
"mafalda",1,4,4,7877783,637065,1561356000
"mafalda",3,6,NA,7877626,637125,1561356381
"mafalda",1,5,NA,7877573,637145,1561356806
"mafalda",1,5,4,7877526,637153,1561357234
"mafalda",1,5,NA,7877488,637141,1561357683
"mafalda",1,NA,NA,7877392,637203,1561416744
"mafalda",1,4,2,7877381,637204,1561417171
"mafalda",1,9,NA,7877386,637214,1561417582
"mafalda",1,5,NA,7877386,637215,1561418015
"mafalda",1,10,1,7877386,637203,1561418421
"mafalda",1,8,NA,7877353,637209,1561418884
"mafalda",2,8,5,7877384,637310,1561419268
"mafalda",1,9,NA,7877400,637294,1561419677
"mafalda",2,4,3,7877509,637316,1561420142
"mafalda",1,3,NA,7877487,637365,1561420564
"mafalda",1,8,NA,7877496,637372,1561420945
"mafalda",2,6,5,7877622,637377,1561421401
"mafalda",2,6,NA,7877699,637369,1561421788
"mafalda",2,6,5,7877826,637322,1561422244
"mafalda",3,7,6,7877897,637189,1561422620
"mafalda",1,6,NA,7877893,637129,1561423040
"mafalda",2,3,6,7877975,637105,1561423467
"mafalda",2,6,NA,7878070,637043,1561423906
"mafalda",2,5,NA,7878171,637012,1561424318
"mafalda",1,NA,4,7878321,636984,1561425574
"mafalda",1,6,NA,7878294,636928,1561426011
"mafalda",1,NA,NA,7878291,636861,1561427247
"mafalda",1,3,3,7878276,636827,1561427674
"mafalda",1,NA,4,7878206,636766,1561428941
"mafalda",1,3,NA,7878227,636768,1561429346
"mafalda",1,NA,NA,7878192,636738,1561430628
"mafalda",1,4,4,7878181,636758,1561431039
"mafalda",2,NA,5,7878010,636865,1561433120
"mafalda",3,7,NA,7877831,636874,1561433543
"mafalda",1,9,5,7877848,636899,1561433965
"mafalda",2,5,NA,7877867,636984,1561434401
"mafalda",1,NA,NA,7877750,636959,1561436905
"mafalda",3,9,NA,7877661,637096,1561437364
"mafalda",1,4,NA,7877622,637102,1561437776
"mafalda",1,6,2,7877582,637131,1561438176
"mafalda",2,5,NA,7877503,637171,1561438619
"mafalda",2,NA,NA,7877551,637240,1561504425
"mafalda",2,7,4,7877620,637243,1561504829
"mafalda",3,NA,NA,7878239,637496,1561507338
"mafalda",1,7,3,7878278,637482,1561507757
"mafalda",1,2,NA,7878276,637488,1561508189
"mafalda",1,9,NA,7878335,637476,1561508598
"mafalda",1,NA,3,7878478,637406,1561509872
"mafalda",1,2,NA,7878478,637442,1561510279
"mafalda",3,7,NA,7878663,637532,1561510725
"mafalda",1,NA,1,7878682,637581,1561512003
"mafalda",1,10,NA,7878698,637554,1561512424
"mafalda",1,7,NA,7878686,637514,1561512791
"mafalda",3,3,5,7878844,637485,1561513235
"mafalda",1,4,NA,7878868,637528,1561513633
"mafalda",2,4,5,7878837,637609,1561514082
"mafalda",3,7,NA,7878927,637707,1561514478
"mafalda",1,5,NA,7878948,637730,1561514927
"mafalda",2,NA,NA,7879183,637724,1561517873
"mafalda",2,6,5,7879234,637666,1561518260
"mafalda",1,NA,NA,7879271,637495,1561519945
"mafalda",3,6,5,7879189,637367,1561520360
"mafalda",2,5,NA,7879149,637289,1561520775
"mafalda",2,5,NA,7879156,637148,1561521202
"mafalda",2,4,4,7879247,637068,1561521630
"mafalda",2,6,NA,7879295,637009,1561522074
"mafalda",3,5,6,7879478,636957,1561522471
"mafalda",3,4,NA,7879634,637044,1561522910
"mafalda",3,6,NA,7879777,637122,1561523315
"mafalda",2,7,5,7879868,637065,1561523724
"mafalda",3,6,NA,7880020,636967,1561524150
"mafalda",4,5,6,7880273,636902,1561524551
"mafalda",1,6,NA,7880323,636877,1561524987
"mafalda",1,9,NA,7880316,636874,1561525415
"mafalda",1,10,5,7880358,636917,1561525812
"mafalda",3,6,NA,7880505,637031,1561526234
"mafalda",5,6,6,7880784,637216,1561526660
"mafalda",3,8,NA,7880891,637097,1561527075
"mafalda",1,7,NA,7880885,637084,1561527512
