"id","sl.cat","ta.cat","act.cat","northing","easting","date_time"
"blanca",1,8,NA,7875836,626088,1574217375
"blanca",2,5,NA,7875766,626051,1574217790
"blanca",2,5,2,7875668,625996,1574218220
"blanca",2,10,NA,7875742,626046,1574218632
"blanca",1,5,1,7875758,626069,1574219049
"blanca",1,1,NA,7875752,626066,1574219472
"blanca",1,6,NA,7875731,626065,1574219897
"blanca",2,5,2,7875659,626014,1574220311
"blanca",2,10,NA,7875724,626081,1574220732
"blanca",1,8,1,7875739,626072,1574221153
"blanca",1,5,NA,7875741,626072,1574221585
"blanca",2,9,NA,7875698,626017,1574221997
"blanca",1,5,2,7875687,625981,1574222411
"blanca",2,10,NA,7875677,626053,1574222831
"blanca",1,3,5,7875662,626055,1574223250
"blanca",2,9,NA,7875732,626116,1574223670
"blanca",1,7,NA,7875745,626112,1574224113
"blanca",1,2,1,7875744,626117,1574224531
"blanca",4,10,NA,7875836,625905,1574224939
"blanca",4,1,3,7875773,626168,1574225354
"blanca",1,2,NA,7875764,626155,1574225776
"blanca",1,3,NA,7875788,626144,1574226192
"blanca",1,4,1,7875796,626150,1574226614
"blanca",1,NA,3,7875861,626197,1574300413
"blanca",1,3,NA,7875859,626202,1574300858
"blanca",1,3,2,7875848,626195,1574301250
"blanca",1,5,NA,7875810,626139,1574301678
"blanca",1,7,NA,7875779,626140,1574302095
"blanca",1,8,2,7875779,626142,1574302525
"blanca",1,2,NA,7875770,626134,1574302931
"blanca",1,6,1,7875765,626131,1574303360
"blanca",1,6,NA,7875743,626126,1574303782
"blanca",1,3,NA,7875752,626102,1574304191
"blanca",1,8,1,7875736,626091,1574304611
"blanca",1,4,NA,7875733,626057,1574305036
"blanca",1,10,1,7875734,626103,1574305455
"blanca",1,1,NA,7875722,626087,1574305895
"blanca",1,8,NA,7875695,626097,1574306293
"blanca",1,3,3,7875693,626071,1574306709
"blanca",1,1,NA,7875735,626127,1574307142
"blanca",2,10,1,7875731,626055,1574307564
"blanca",1,2,NA,7875776,626083,1574307976
"blanca",1,10,NA,7875757,626069,1574308398
"blanca",1,3,2,7875769,626060,1574308813
"blanca",1,10,NA,7875743,626073,1574309240
"blanca",1,1,3,7875790,626044,1574309650
"blanca",1,6,NA,7875834,626008,1574310073
"blanca",1,3,NA,7875858,626024,1574310497
"blanca",2,8,4,7875925,625971,1574310914
"blanca",1,1,NA,7875922,625980,1574311338
"blanca",1,5,4,7875894,626027,1574311749
"blanca",1,8,NA,7875919,626046,1574312171
"blanca",1,3,NA,7875905,626057,1574312591
"blanca",1,6,3,7875888,626088,1574313011
"blanca",2,8,NA,7875944,626137,1574313432
"blanca",2,9,1,7875971,626064,1574313872
"blanca",2,9,NA,7875890,626112,1574314275
"blanca",1,7,NA,7875881,626145,1574314697
"blanca",1,7,2,7875908,626172,1574315112
"blanca",2,4,NA,7875880,626253,1574315543
"blanca",1,NA,3,7875884,626280,1574383458
"blanca",1,1,NA,7875874,626249,1574383884
"blanca",1,1,NA,7875888,626288,1574384297
"blanca",1,9,1,7875906,626265,1574384752
"blanca",1,1,NA,7875894,626288,1574385162
"blanca",1,4,2,7875876,626287,1574385568
"blanca",1,9,NA,7875880,626301,1574385973
"blanca",1,7,NA,7875915,626312,1574386416
"blanca",1,1,2,7875903,626315,1574386815
"blanca",1,NA,NA,7875900,626343,1574388070
"blanca",1,6,NA,7875868,626329,1574388495
"blanca",1,8,3,7875845,626368,1574388931
"blanca",1,1,NA,7875847,626363,1574389332
"blanca",1,4,1,7875871,626349,1574389763
"blanca",1,2,NA,7875866,626367,1574390186
"blanca",2,NA,NA,7875854,626416,1574391437
"blanca",1,2,2,7875824,626386,1574391859
"blanca",1,10,NA,7875855,626423,1574392275
"blanca",1,9,NA,7875877,626382,1574392689
"blanca",1,8,1,7875830,626355,1574393120
"blanca",2,10,NA,7875928,626435,1574393537
"blanca",1,10,1,7875909,626373,1574393956
"blanca",1,9,NA,7875894,626386,1574394402
"blanca",1,9,NA,7875904,626392,1574394795
"blanca",1,8,3,7875935,626354,1574395213
"blanca",1,4,NA,7875943,626353,1574395631
"blanca",1,2,1,7875938,626369,1574396052
"blanca",1,1,NA,7875943,626346,1574396472
"blanca",1,3,NA,7875974,626348,1574396909
"blanca",1,10,2,7875922,626337,1574397315
"blanca",1,4,NA,7875919,626310,1574397733
"blanca",1,1,1,7875922,626317,1574398152
"blanca",2,10,NA,7875900,626232,1574398577
"blanca",1,8,NA,7875861,626245,1574399001
"blanca",1,NA,1,7875899,626199,1574469860
"blanca",4,NA,2,7876159,626088,1574471139
"blanca",3,1,NA,7875992,626218,1574471574
"blanca",1,8,2,7876021,626238,1574471950
"blanca",1,8,NA,7876033,626218,1574472375
"blanca",1,2,NA,7876053,626282,1574472798
"blanca",1,2,3,7876006,626267,1574473216
"blanca",2,9,NA,7876035,626340,1574473632
"blanca",2,7,5,7876113,626336,1574474057
"blanca",2,8,NA,7876131,626251,1574474472
"blanca",1,5,NA,7876141,626206,1574474894
"blanca",3,3,4,7876297,626251,1574475314
"blanca",1,9,NA,7876266,626203,1574475737
"blanca",1,6,1,7876231,626151,1574476195
"blanca",2,7,NA,7876164,626128,1574476570
"blanca",1,5,NA,7876114,626077,1574477025
"blanca",1,2,1,7876141,626079,1574477417
"blanca",1,1,NA,7876131,626081,1574477855
"blanca",1,10,1,7876168,626087,1574478256
"blanca",1,10,NA,7876152,626080,1574478676
"blanca",1,7,NA,7876131,626091,1574479098
"blanca",2,1,4,7876218,626006,1574479508
"blanca",3,10,NA,7876039,626059,1574479940
"blanca",3,10,2,7876224,626035,1574480350
"blanca",1,6,NA,7876256,626017,1574480771
"blanca",1,NA,NA,7876336,625975,1574482043
"blanca",2,8,5,7876257,625955,1574482462
"blanca",1,8,NA,7876244,625994,1574482876
"blanca",1,2,NA,7876218,625932,1574483289
"blanca",1,10,2,7876213,625960,1574483713
"blanca",1,3,NA,7876179,625952,1574484133
"blanca",1,7,5,7876156,625965,1574484554
"blanca",1,6,NA,7876113,625997,1574484973
"blanca",1,6,NA,7876101,626019,1574485395
"blanca",1,4,5,7876083,626025,1574485816
"blanca",1,5,NA,7876032,626024,1574486240
"blanca",1,6,4,7875972,626056,1574486651
"blanca",1,4,NA,7875939,626030,1574487072
"blanca",1,10,NA,7875954,626069,1574487494
"blanca",3,6,6,7876054,626198,1574487913
"blanca",3,2,NA,7875835,626209,1574488356
"blanca",3,9,4,7875934,626318,1574488750
"blanca",1,9,NA,7875934,626316,1574489185
"blanca",1,2,NA,7875957,626338,1574489596
"blanca",3,10,4,7875847,626224,1574490030
"blanca",1,1,NA,7875880,626258,1574490436
"blanca",1,2,3,7875864,626256,1574490856
"blanca",1,4,NA,7875836,626229,1574491294
"blanca",1,3,NA,7875886,626188,1574491710
"blanca",1,3,4,7875903,626231,1574492155
"blanca",1,1,NA,7875900,626226,1574492582
"blanca",1,4,3,7875906,626215,1574492968
"blanca",2,NA,NA,7875817,626132,1574554575
"blanca",1,7,NA,7875781,626135,1574554997
"blanca",1,6,2,7875743,626151,1574555417
"blanca",1,10,NA,7875745,626151,1574555840
"blanca",1,2,2,7875741,626163,1574556262
"blanca",1,3,NA,7875712,626154,1574556671
"blanca",1,2,NA,7875738,626130,1574557089
"blanca",1,8,1,7875728,626119,1574557520
"blanca",2,5,NA,7875703,626022,1574557931
"blanca",2,6,5,7875639,625936,1574558359
"blanca",1,7,NA,7875571,625949,1574558777
"blanca",1,3,NA,7875560,625913,1574559198
"blanca",1,4,3,7875569,625906,1574559609
"blanca",1,2,NA,7875574,625925,1574560047
"blanca",1,7,2,7875595,625932,1574560454
"blanca",1,10,NA,7875579,625910,1574560872
"blanca",1,4,NA,7875584,625893,1574561296
"blanca",1,4,NA,7875603,625888,1574561764
"blanca",1,5,NA,7875615,625887,1574562140
"blanca",1,1,1,7875612,625889,1574562574
"blanca",2,3,NA,7875534,625819,1574562973
"blanca",1,10,NA,7875578,625860,1574563412
"blanca",1,5,3,7875598,625886,1574563818
"blanca",1,8,NA,7875637,625841,1574564239
"blanca",2,NA,NA,7875537,625782,1574565493
"blanca",2,1,3,7875654,625820,1574565917
"blanca",1,9,NA,7875625,625777,1574566344
"blanca",1,1,3,7875635,625786,1574566753
"blanca",1,6,NA,7875671,625816,1574567173
"blanca",2,3,NA,7875633,625882,1574567594
"blanca",2,10,4,7875727,625814,1574568013
"blanca",2,4,NA,7875809,625852,1574568431
"blanca",1,4,2,7875808,625864,1574568863
"blanca",1,1,NA,7875809,625846,1574569271
"blanca",1,7,NA,7875793,625831,1574569691
"blanca",1,1,4,7875855,625851,1574570111
"blanca",1,7,NA,7875894,625837,1574570534
"blanca",1,7,2,7875893,625797,1574570953
"blanca",2,1,NA,7875935,625889,1574571372
"blanca",1,3,NA,7875876,625921,1574571796
"blanca",1,8,2,7875879,625937,1574572215
"blanca",2,5,NA,7875878,626040,1574572633
"blanca",1,7,3,7875923,626095,1574573060
"blanca",2,4,NA,7875909,626164,1574573479
"blanca",1,4,NA,7875886,626178,1574573924
"blanca",1,NA,3,7875900,626317,1574810415
"blanca",2,3,NA,7875831,626357,1574810837
"blanca",1,2,2,7875837,626327,1574811259
"blanca",1,9,NA,7875802,626342,1574811683
"blanca",1,1,NA,7875813,626329,1574812097
"blanca",1,1,NA,7875791,626366,1574812565
"blanca",1,5,NA,7875767,626378,1574812937
"blanca",1,NA,2,7875680,626322,1574814617
"blanca",1,8,NA,7875675,626330,1574815041
"blanca",1,4,1,7875651,626333,1574815449
"blanca",1,10,NA,7875674,626336,1574815879
"blanca",1,1,NA,7875669,626338,1574816294
"blanca",1,10,1,7875689,626343,1574816715
"blanca",1,10,NA,7875654,626302,1574817148
"blanca",1,7,2,7875651,626303,1574817573
"blanca",1,3,NA,7875632,626254,1574817973
"blanca",1,4,3,7875667,626192,1574818445
"blanca",1,10,3,7875651,626204,1574818828
"blanca",1,10,NA,7875668,626193,1574819241
"blanca",1,5,2,7875718,626178,1574819653
"blanca",1,8,NA,7875715,626155,1574820078
"blanca",1,10,NA,7875714,626169,1574820496
"blanca",1,9,3,7875751,626132,1574820915
"blanca",1,3,NA,7875797,626097,1574822173
"blanca",1,3,NA,7875800,626110,1574822589
"blanca",1,9,2,7875808,626099,1574823009
"blanca",2,4,NA,7875894,626086,1574823429
"blanca",1,4,4,7875921,626103,1574823855
"blanca",1,3,NA,7875920,626104,1574824307
"blanca",1,2,NA,7875917,626084,1574824694
"blanca",1,2,4,7875975,626119,1574825119
"blanca",1,4,NA,7875975,626142,1574825539
"blanca",1,4,3,7875959,626151,1574825951
"blanca",1,9,NA,7875993,626182,1574826372
"blanca",1,1,NA,7875957,626177,1574826801
"blanca",1,10,3,7875969,626187,1574827214
"blanca",1,4,NA,7875969,626241,1574827635
"blanca",1,NA,2,7875960,626296,1574896816
"blanca",1,1,NA,7875899,626258,1574897257
"blanca",2,10,3,7875953,626305,1574897661
"blanca",1,8,NA,7875977,626285,1574898073
"blanca",2,1,NA,7875933,626344,1574898501
"blanca",1,6,1,7875902,626387,1574898917
"blanca",2,9,NA,7876039,626404,1574899348
"blanca",1,7,2,7876083,626379,1574899754
"blanca",1,4,NA,7876117,626387,1574900224
"blanca",1,9,NA,7876106,626366,1574900597
"blanca",1,3,4,7876117,626357,1574901017
"blanca",2,1,NA,7876069,626434,1574901437
"blanca",2,8,5,7876148,626487,1574901856
"blanca",1,NA,2,7876281,626516,1574903116
"blanca",1,5,NA,7876294,626493,1574903532
"blanca",1,4,2,7876305,626491,1574903953
"blanca",1,9,NA,7876290,626468,1574904382
"blanca",1,3,NA,7876307,626447,1574904802
"blanca",3,4,5,7876455,626453,1574905216
"blanca",1,4,NA,7876463,626464,1574905629
"blanca",2,6,4,7876532,626550,1574906051
"blanca",2,2,NA,7876450,626551,1574906490
"blanca",1,7,NA,7876430,626585,1574906904
"blanca",1,7,3,7876463,626627,1574907312
"blanca",2,9,NA,7876480,626548,1574907729
"blanca",2,2,4,7876529,626629,1574908198
"blanca",2,1,NA,7876467,626598,1574908583
"blanca",1,2,NA,7876515,626583,1574908990
"blanca",1,7,3,7876517,626564,1574909430
"blanca",2,6,NA,7876487,626497,1574909843
"blanca",1,1,5,7876494,626512,1574910252
"blanca",1,3,NA,7876444,626554,1574910670
"blanca",1,3,NA,7876389,626513,1574911093
"blanca",1,7,5,7876363,626514,1574911523
"blanca",1,8,NA,7876362,626535,1574911934
"blanca",1,6,2,7876379,626572,1574912363
"blanca",1,1,NA,7876344,626517,1574912773
"blanca",1,6,NA,7876328,626498,1574913205
"blanca",1,10,2,7876330,626505,1574913617
"blanca",1,1,NA,7876298,626459,1574914034
"blanca",2,6,5,7876173,626410,1574914457
"blanca",2,4,NA,7876130,626322,1574914871
"blanca",3,7,NA,7875967,626256,1574915290
"blanca",2,6,5,7875846,626223,1574915727
"blanca",1,NA,NA,7875877,626297,1574984912
"blanca",2,8,5,7875947,626285,1574985317
"blanca",2,5,NA,7876037,626282,1574985733
"blanca",2,7,4,7876111,626210,1574986184
"blanca",1,7,NA,7876090,626156,1574986573
"blanca",1,3,NA,7876122,626137,1574986999
"blanca",1,4,4,7876168,626155,1574987432
"blanca",1,6,NA,7876183,626152,1574987840
"blanca",2,5,5,7876291,626151,1574988255
"blanca",2,5,NA,7876393,626163,1574988670
"blanca",1,8,NA,7876400,626076,1574989953
"blanca",1,2,4,7876399,626128,1574990352
"blanca",6,NA,2,7876455,626107,1574991650
"blanca",1,10,NA,7876443,626113,1574992039
"blanca",2,9,3,7876553,626179,1574992461
"blanca",1,1,NA,7876491,626159,1574992905
"blanca",1,7,NA,7876481,626164,1574993304
"blanca",1,3,2,7876472,626144,1574993717
"blanca",1,6,NA,7876429,626112,1574994169
"blanca",1,1,3,7876478,626148,1574994590
"blanca",1,8,NA,7876489,626129,1574994977
"blanca",1,1,NA,7876471,626191,1574995408
"blanca",1,7,3,7876474,626199,1574995815
"blanca",1,7,NA,7876526,626220,1574996235
"blanca",1,2,4,7876495,626232,1574996652
"blanca",1,7,NA,7876480,626264,1574997078
"blanca",2,2,NA,7876409,626184,1574997527
"blanca",2,10,2,7876475,626275,1574997913
"blanca",2,7,NA,7876557,626281,1574998347
"blanca",2,1,4,7876434,626280,1574998754
"blanca",1,7,NA,7876419,626299,1574999177
"blanca",1,6,NA,7876412,626336,1574999595
"blanca",1,7,3,7876436,626353,1575000020
"blanca",2,4,NA,7876437,626451,1575000431
"blanca",2,7,5,7876491,626512,1575000853
"blanca",1,5,NA,7876510,626555,1575001275
"blanca",1,5,NA,7876510,626565,1575001692
"blanca",2,7,3,7876582,626607,1575002117
"blanca",1,3,NA,7876565,626656,1575002533
"blanca",1,8,3,7876585,626665,1575002963
"blanca",1,7,NA,7876615,626638,1575003378
"blanca",3,NA,2,7876606,626569,1575005052
"blanca",2,NA,5,7876325,626502,1575006316
"blanca",2,5,NA,7876255,626450,1575006753
"blanca",1,4,3,7876254,626442,1575007177
"blanca",2,7,NA,7876155,626404,1575007620
"blanca",2,5,NA,7876095,626354,1575008000
"blanca",4,6,6,7875875,626215,1575008424
"blanca",2,NA,NA,7875895,626319,1575081795
"blanca",1,5,4,7875919,626341,1575082214
"blanca",1,5,NA,7875926,626353,1575082632
"blanca",3,5,5,7875983,626508,1575083055
"blanca",1,5,NA,7875985,626523,1575083474
"blanca",2,4,NA,7875931,626574,1575083891
"blanca",1,5,3,7875894,626589,1575084313
"blanca",1,2,NA,7875916,626541,1575084733
"blanca",1,6,3,7875912,626504,1575085159
"blanca",1,7,NA,7875894,626500,1575085572
"blanca",2,8,NA,7875896,626582,1575085993
"blanca",1,6,5,7875911,626625,1575086415
"blanca",2,7,NA,7875979,626654,1575086839
"blanca",1,5,2,7876010,626693,1575087256
"blanca",1,2,NA,7875972,626703,1575087673
"blanca",1,10,NA,7876022,626690,1575088091
"blanca",1,5,3,7876069,626690,1575088516
"blanca",1,6,NA,7876101,626687,1575088936
"blanca",2,4,5,7876136,626763,1575089353
"blanca",2,7,NA,7876252,626762,1575089776
"blanca",1,6,NA,7876266,626757,1575090193
"blanca",2,5,5,7876393,626722,1575090620
"blanca",1,8,NA,7876391,626712,1575091046
"blanca",1,3,2,7876400,626712,1575091456
"blanca",1,5,NA,7876440,626737,1575091871
"blanca",2,7,NA,7876566,626712,1575092296
"blanca",2,10,4,7876475,626712,1575092721
"blanca",3,3,NA,7876456,626524,1575093134
"blanca",3,2,5,7876618,626593,1575093555
"blanca",2,10,NA,7876529,626541,1575093984
"blanca",3,6,NA,7876351,626475,1575094424
"blanca",3,10,3,7876517,626565,1575094821
"blanca",3,2,NA,7876404,626650,1575095229
"blanca",2,3,5,7876347,626554,1575095658
"blanca",2,5,NA,7876328,626478,1575096080
"blanca",1,6,NA,7876326,626473,1575096500
"blanca",2,7,4,7876259,626448,1575096920
"blanca",1,3,NA,7876260,626435,1575097339
"blanca",3,8,5,7876102,626455,1575097765
"blanca",3,4,NA,7875992,626350,1575098190
"blanca",2,5,NA,7875920,626274,1575098594
"blanca",1,NA,NA,7875838,626189,1575161476
"blanca",1,8,NA,7875821,626215,1575161895
"blanca",1,4,1,7875804,626215,1575162320
"blanca",1,9,NA,7875813,626240,1575162739
"blanca",1,3,1,7875794,626241,1575163163
"blanca",1,3,NA,7875796,626197,1575163579
"blanca",1,8,NA,7875777,626197,1575163995
"blanca",1,6,2,7875761,626199,1575164416
"blanca",1,4,NA,7875756,626195,1575164841
"blanca",1,9,2,7875756,626234,1575165280
"blanca",1,4,NA,7875714,626257,1575165672
"blanca",1,10,NA,7875782,626255,1575166092
"blanca",2,1,3,7875711,626272,1575166513
"blanca",1,1,NA,7875742,626239,1575166930
"blanca",1,7,4,7875724,626192,1575167362
"blanca",1,7,NA,7875695,626188,1575167775
"blanca",1,6,3,7875647,626184,1575168241
"blanca",1,NA,1,7875658,626133,1575169470
"blanca",1,3,NA,7875716,626102,1575169873
"blanca",1,2,NA,7875707,626132,1575170291
"blanca",1,4,2,7875699,626136,1575170714
"blanca",2,3,NA,7875673,626035,1575171137
"blanca",1,9,2,7875663,626048,1575171557
"blanca",2,2,NA,7875622,625942,1575171978
"blanca",1,5,NA,7875628,625902,1575172397
"blanca",1,7,NA,7875606,625882,1575172866
"blanca",2,7,NA,7875543,625881,1575173232
"blanca",1,3,5,7875538,625814,1575173652
"blanca",1,7,NA,7875512,625787,1575174072
"blanca",1,8,NA,7875487,625802,1575174494
"blanca",1,6,5,7875468,625827,1575174920
"blanca",1,6,NA,7875446,625860,1575175371
"blanca",1,8,3,7875477,625897,1575175753
"blanca",1,10,NA,7875476,625895,1575176177
"blanca",1,5,NA,7875476,625850,1575176603
"blanca",1,3,3,7875515,625839,1575177030
"blanca",1,6,NA,7875556,625823,1575177434
"blanca",2,4,2,7875637,625897,1575177872
"blanca",2,9,NA,7875619,625766,1575178272
"blanca",1,3,NA,7875655,625770,1575178695
"blanca",1,7,3,7875663,625758,1575179125
"blanca",1,3,NA,7875676,625763,1575179547
"blanca",1,5,2,7875722,625801,1575179998
"blanca",2,1,NA,7875644,625766,1575180401
"blanca",1,10,NA,7875700,625800,1575180837
"blanca",1,3,3,7875693,625811,1575181228
"blanca",1,9,NA,7875718,625805,1575181643
"blanca",2,5,2,7875789,625806,1575182067
"blanca",1,1,NA,7875779,625810,1575182473
"blanca",1,5,NA,7875735,625801,1575182920
"blanca",2,9,4,7875777,625871,1575183314
"blanca",3,5,NA,7875842,626042,1575183734
"blanca",1,8,1,7875869,626027,1575184171
"blanca",1,6,NA,7875870,626026,1575184580
"blanca",2,3,NA,7875916,626082,1575184993
"blanca",1,5,2,7875930,626110,1575185429
"blanca",1,7,NA,7875948,626117,1575185838
"blanca",1,3,3,7875946,626129,1575186261
"blanca",2,NA,3,7875924,626128,1575257115
"blanca",1,7,NA,7875925,626108,1575257534
"blanca",1,3,3,7875959,626115,1575257953
"blanca",1,10,NA,7875907,626070,1575258371
"blanca",1,5,NA,7875884,626026,1575258794
"blanca",1,6,2,7875852,626002,1575259213
"blanca",1,3,NA,7875862,625981,1575259636
"blanca",1,3,3,7875900,625989,1575260057
"blanca",1,8,NA,7875901,625986,1575260473
"blanca",7,2,NA,7876355,626485,1575260892
"blanca",7,10,2,7875954,625964,1575261315
"blanca",1,5,NA,7875951,625913,1575261733
"blanca",1,5,2,7875962,625888,1575262156
"blanca",1,5,NA,7875989,625846,1575262574
"blanca",1,4,NA,7876035,625853,1575262998
"blanca",1,2,2,7876007,625875,1575263432
"blanca",1,1,NA,7876020,625843,1575263849
"blanca",1,3,3,7876068,625871,1575264264
"blanca",1,5,NA,7876094,625926,1575264697
"blanca",1,1,NA,7876087,625915,1575265096
"blanca",1,7,2,7876038,625918,1575265514
"blanca",1,6,NA,7876010,625923,1575265940
"blanca",1,1,5,7876055,625895,1575266357
"blanca",2,4,NA,7876155,625931,1575266772
"blanca",1,4,NA,7876171,625963,1575267196
"blanca",1,6,1,7876175,625966,1575267620
"blanca",1,5,NA,7876189,625986,1575268034
"blanca",1,3,4,7876149,626003,1575268451
"blanca",2,7,NA,7876129,626102,1575268875
"blanca",1,4,NA,7876087,626123,1575269294
"blanca",1,5,5,7876026,626122,1575269712
"blanca",1,4,NA,7876007,626067,1575270139
"blanca",1,5,2,7876009,626017,1575270591
"blanca",1,9,NA,7875964,626054,1575270975
"blanca",1,2,NA,7875962,626046,1575271422
"blanca",1,9,2,7875949,626071,1575271816
"blanca",1,7,NA,7875957,626082,1575272234
"blanca",1,4,3,7875943,626109,1575272667
"blanca",1,7,NA,7875949,626139,1575273072
"blanca",1,3,NA,7875886,626164,1575273503
"blanca",1,NA,NA,7875831,626189,1575334694
"blanca",2,6,4,7875751,626162,1575335115
"blanca",2,6,NA,7875641,626166,1575335534
"blanca",1,5,2,7875638,626166,1575335953
"blanca",1,NA,NA,7875725,626151,1575337637
"blanca",1,6,3,7875747,626139,1575338057
"blanca",1,NA,3,7875704,626185,1575339316
"blanca",2,7,NA,7875736,626274,1575339732
"blanca",2,2,2,7875636,626219,1575340155
"blanca",1,10,NA,7875661,626268,1575340580
"blanca",1,5,NA,7875675,626304,1575340994
"blanca",4,6,2,7875859,626457,1575341440
"blanca",3,10,NA,7875725,626339,1575341843
"blanca",2,1,3,7875796,626375,1575342259
"blanca",1,4,NA,7875803,626393,1575342671
"blanca",1,10,NA,7875802,626390,1575343096
"blanca",2,2,2,7875863,626432,1575343516
"blanca",1,5,NA,7875873,626452,1575343938
"blanca",1,1,3,7875844,626428,1575344355
"blanca",1,7,NA,7875784,626449,1575344777
"blanca",1,NA,NA,7875811,626433,1575346064
"blanca",1,5,2,7875818,626446,1575346458
"blanca",1,3,NA,7875766,626457,1575346880
"blanca",1,9,NA,7875820,626492,1575347298
"blanca",2,8,5,7875873,626441,1575347718
"blanca",1,8,NA,7875853,626424,1575348134
"blanca",1,5,1,7875835,626400,1575348606
"blanca",2,1,NA,7875886,626463,1575348982
"blanca",2,5,NA,7875966,626572,1575349392
"blanca",1,10,5,7875963,626550,1575349818
"blanca",3,8,NA,7875819,626533,1575350233
"blanca",1,3,2,7875839,626483,1575350658
"blanca",1,1,NA,7875842,626496,1575351074
"blanca",1,1,NA,7875829,626450,1575351500
"blanca",1,5,3,7875824,626423,1575351921
"blanca",2,6,NA,7875799,626334,1575352333
"blanca",1,6,3,7875784,626320,1575352754
"blanca",1,NA,3,7875784,626305,1575354016
"blanca",1,NA,NA,7875816,626255,1575355314
"blanca",1,5,NA,7875850,626276,1575355690
"blanca",1,9,3,7875845,626228,1575356119
"blanca",1,1,NA,7875862,626296,1575356547
"blanca",1,9,3,7875904,626258,1575356956
"blanca",2,2,NA,7875924,626335,1575357377
"blanca",7,7,NA,7876284,626594,1575357794
"blanca",7,5,6,7876676,626987,1575358222
"blanca",6,5,NA,7876800,627347,1575358650
"blanca",4,7,6,7877007,627433,1575359064
"blanca",1,4,NA,7877007,627434,1575359481
"blanca",5,2,NA,7876805,627165,1575359897
"blanca",6,5,6,7876702,626785,1575360314
"blanca",6,6,NA,7876429,626560,1575360734
"blanca",5,6,6,7876163,626361,1575361174
"blanca",5,6,NA,7875925,626231,1575361573
"blanca",4,NA,NA,7875620,626359,1575364951
"blanca",4,6,6,7875469,626531,1575365356
"blanca",3,4,NA,7875285,626464,1575365780
"blanca",2,5,NA,7875199,626361,1575366192
"blanca",1,NA,2,7875272,626472,1575429949
"blanca",2,10,NA,7875370,626525,1575430345
"blanca",3,1,3,7875204,626501,1575430754
"blanca",1,1,NA,7875245,626505,1575431169
"blanca",3,6,NA,7875457,626489,1575431602
"blanca",2,NA,NA,7875930,626726,1575432857
"blanca",1,10,NA,7875949,626697,1575433278
"emanuel",3,NA,NA,7873924,629555,1558226297
"emanuel",1,5,2,7873966,629515,1558226701
"emanuel",2,6,NA,7873999,629435,1558227153
"emanuel",3,5,4,7874130,629341,1558227563
"emanuel",3,6,NA,7874244,629213,1558227992
"emanuel",3,NA,3,7874625,629194,1558304675
"emanuel",2,NA,NA,7874223,629170,1558307207
"emanuel",1,6,4,7874210,629201,1558307644
"emanuel",1,NA,4,7874175,629154,1558393192
"emanuel",2,NA,NA,7874095,629301,1558475811
"emanuel",2,NA,5,7874128,629465,1558478752
"emanuel",1,9,NA,7874117,629458,1558479140
"emanuel",1,NA,NA,7874046,629348,1558480413
"emanuel",2,NA,5,7874061,629333,1558481704
"emanuel",1,3,NA,7874056,629368,1558482103
"emanuel",1,9,NA,7874090,629333,1558482516
"emanuel",1,4,NA,7874153,629338,1558482964
"emanuel",2,6,NA,7874222,629314,1558483381
"emanuel",1,6,3,7874247,629284,1558483768
"emanuel",1,NA,NA,7874352,629258,1558562205
"emanuel",2,NA,NA,7874615,629240,1558563471
"emanuel",1,4,3,7874632,629251,1558563904
"emanuel",2,2,NA,7874544,629281,1558564285
"emanuel",2,NA,NA,7874759,629414,1558565536
"emanuel",2,7,5,7874857,629411,1558565963
"emanuel",2,8,NA,7874858,629312,1558566388
"emanuel",1,4,NA,7874872,629299,1558566817
"emanuel",1,9,5,7874846,629293,1558567227
"emanuel",1,2,NA,7874862,629274,1558567678
"emanuel",1,8,3,7874827,629242,1558568104
"emanuel",1,NA,2,7874862,629299,1558570199
"emanuel",1,10,NA,7874854,629274,1558570603
"emanuel",1,9,1,7874844,629291,1558571044
"emanuel",1,NA,NA,7874822,629289,1558572724
"emanuel",2,NA,NA,7874651,629108,1558573942
"emanuel",1,10,5,7874669,629142,1558574404
"emanuel",2,1,NA,7874588,629077,1558574801
"emanuel",1,6,5,7874549,629069,1558575244
"emanuel",3,NA,NA,7874368,629135,1558576884
"emanuel",2,6,NA,7874273,629191,1558577313
"emanuel",1,NA,2,7874239,629175,1558647341
"emanuel",1,NA,NA,7874127,629095,1558649844
"emanuel",2,1,1,7874200,629187,1558650299
"emanuel",3,10,NA,7874102,629036,1558650724
"emanuel",1,3,4,7874146,628993,1558651144
"emanuel",1,NA,NA,7874050,628943,1558654923
"emanuel",1,2,NA,7874021,628922,1558655305
"emanuel",1,5,3,7874010,628894,1558655716
"emanuel",1,7,NA,7873990,628893,1558656139
"emanuel",2,NA,NA,7874061,629025,1558657439
"emanuel",2,4,NA,7874097,629115,1558657864
"emanuel",2,6,NA,7874147,629169,1558658249
"emanuel",1,6,3,7874201,629191,1558658677
"emanuel",1,NA,3,7874202,629180,1558735845
"emanuel",1,4,NA,7874207,629164,1558736235
"emanuel",1,5,2,7874220,629154,1558736690
"emanuel",1,5,NA,7874260,629144,1558737089
"emanuel",1,7,NA,7874293,629092,1558737510
"emanuel",1,5,NA,7874329,629057,1558737965
"emanuel",1,1,NA,7874326,629060,1558738339
"emanuel",1,NA,NA,7874437,629219,1558741715
"emanuel",2,6,4,7874336,629231,1558742130
"emanuel",1,7,NA,7874329,629256,1558742585
