"id","sl2","ta2","time1","unit1","time2","unit2","act.count","northing","easting","date_time"
"blanca","121.379569944863","1.56420508514774","7.25","mins","7.53333333333333","mins","208","7874663","625858","1561597142"
"blanca","76.0065786626395","1.87393337751176","7.53333333333333","mins","7.03333333333333","mins",NA,"7874727","625899","1561597564"
"blanca","31.1448230047949","-0.904566098129331","7.03333333333333","mins","13.1833333333333","mins","124","7874730","625930","1561598355"
"blanca","42.485291572496","1.93797016061312","13.1833333333333","mins","7.61666666666667","mins",NA,"7874768","625911","1561598812"
"blanca","42.2018956920184","0.473125998130668","7.61666666666667","mins","6.45","mins",NA,"7874793","625877","1561599199"
"blanca","30.1496268633627","-2.60723858641753","6.45","mins","20.8563888888889","hours","92","7874790","625907","1561674282"
"blanca","82.6801064343775","0.660832064779514","20.8563888888889","hours","6.61666666666667","mins",NA,"7874834","625977","1561674679"
"blanca","24.6981780704569","1.38262063630661","6.61666666666667","mins","6.98333333333333","mins",NA,"7874857","625968","1561675098"
"blanca","50.9607692249636","-2.22208370760007","6.98333333333333","mins","7.15","mins","141","7874843","626017","1561675527"
"blanca","23.5372045918796","0.0642389754412898","7.15","mins","7.35","mins",NA,"7874838","626040","1561675968"
"blanca","37.8021163428716","-0.702652918816715","7.35","mins","13.7166666666667","mins",NA,"7874808","626063","1561676791"
"blanca","42.9534631898291","2.27641659595269","13.7166666666667","mins","6.85","mins",NA,"7874850","626072","1561677202"
"blanca","11.6619037896906","-1.90012249384273","6.85","mins","6.9","mins","55","7874844","626082","1561677616"
"blanca","13.3416640641263","1.88441697901159","6.9","mins","6.93333333333333","mins",NA,"7874857","626085","1561678032"
"blanca","4.24264068711928","1.01219701145133","6.93333333333333","mins","7.28333333333333","mins","55","7874860","626082","1561678469"
"blanca","18.3575597506858","0.273008703086711","7.28333333333333","mins","6.86666666666667","mins",NA,"7874869","626066","1561678881"
"blanca","22.0227155455452","-0.369482478269297","6.86666666666667","mins","6.86666666666667","mins",NA,"7874886","626052","1561679293"
"blanca","9.4339811320566","-0.130325072871299","6.86666666666667","mins","7.18333333333333","mins","10","7874894","626047","1561679724"
"blanca","11.3137084989848","0.226798848053886","7.18333333333333","mins","6.9","mins",NA,"7874902","626039","1561680138"
"blanca","17.464249196573","-2.76860493178973","6.9","mins","7.01666666666667","mins","145","7874895","626055","1561680559"
"blanca","40.4598566482878","-2.03127938939735","7.01666666666667","mins","7.01666666666667","mins",NA,"7874869","626024","1561680980"
"blanca","29.698484809835","-3.0540973127874","7.01666666666667","mins","7.11666666666667","mins",NA,"7874890","626045","1561681407"
"blanca","5.09901951359278","2.15879893034246","7.11666666666667","mins","6.95","mins","57","7874891","626040","1561681824"
"blanca","24.5153013442625","1.97358727583454","6.95","mins","7","mins",NA,"7874867","626045","1561682244"
"blanca","10.770329614269","-1.3956853388723","7","mins","7.06666666666667","mins","55","7874863","626035","1561682668"
"blanca","45.4862616621766","0.608384831542646","7.06666666666667","mins","7.08333333333333","mins",NA,"7874825","626010","1561683093"
"blanca","26.9258240356725","0.962411495252251","7.08333333333333","mins","6.7","mins",NA,"7874800","626020","1561683495"
"blanca","19.4164878389476","-2.15879893034246","6.7","mins","7.05","mins","128","7874804","626001","1561683918"
"blanca","83.7436564761773","0.411917431812348","7.05","mins","7","mins",NA,"7874787","625919","1561684338"
"blanca","86.0929730001235","-2.31165298977677","7","mins","21.3166666666667","hours",NA,"7874861","625963","1561761078"
"blanca","18.0277563773199","0.197142843150687","21.3166666666667","hours","13.9333333333333","mins","102","7874878","625969","1561761914"
"blanca","20.8086520466848","-0.275370337468121","13.9333333333333","mins","7.35","mins",NA,"7874895","625981","1561762355"
"blanca","26.8328157299975","0.151015342921359","7.35","mins","6.63333333333333","mins","107","7874919","625993","1561762753"
"blanca","25.5538646783613","-0.573440526154829","6.63333333333333","mins","7.28333333333333","mins",NA,"7874932","626015","1561763190"
"blanca","1.4142135623731","1.82248629855308","7.28333333333333","mins","7.2","mins",NA,"7874933","626014","1561763622"
"blanca","11.6619037896906","1.32581766366803","7.2","mins","7","mins","25","7874927","626004","1561764042"
"blanca","32.5269119345812","-1.32581766366803","7","mins","27.7333333333333","mins",NA,"7874950","625981","1561765706"
"blanca","24.1867732448956","-0.266252049150925","27.7333333333333","mins","7.25","mins","138","7874971","625969","1561766141"
"blanca","34.7850542618522","-2.41169299543806","7.25","mins","6.53333333333333","mins",NA,"7874960","626002","1561766533"
"blanca","42.5440947723653","0.83798122500839","6.53333333333333","mins","7.08333333333333","mins","106","7874981","626039","1561766958"
"blanca","10.295630140987","1.56166416057549","7.08333333333333","mins","6.93333333333333","mins",NA,"7874990","626034","1561767374"
"blanca","126.24579200908","-1.51845588547843","6.93333333333333","mins","14.4666666666667","mins","122","7875057","626141","1561768242"
"blanca","161.027947884831","-2.79236776554225","14.4666666666667","mins","6.66666666666667","mins",NA,"7874930","626042","1561768642"
"blanca","39.4081209904761","-0.285464503822281","6.66666666666667","mins","7.03333333333333","mins","169","7874907","626010","1561769064"
"blanca","272.605942708518","2.72154421564197","7.03333333333333","mins","7.45","mins",NA,"7874962","626277","1561769511"
"blanca","213.590730135931","-1.95756954495042","7.45","mins","6.43333333333333","mins",NA,"7874752","626238","1561769897"
"blanca","267.720002988197","-1.671117519664","6.43333333333333","mins","7.28333333333333","mins","123","7874827","625981","1561770334"
"blanca","97.7394495585073","0.160857559343377","7.28333333333333","mins","21.0780555555556","hours","122","7874839","625884","1561846215"
"blanca","106.230880632705","-1.84394971171041","21.0780555555556","hours","6.9","mins",NA,"7874937","625925","1561846629"
"blanca","32.0156211871642","1.93579583797515","6.9","mins","7.11666666666667","mins","106","7874938","625893","1561847056"
"blanca","61.7413961617325","-2.67568260501028","7.11666666666667","mins","7.03333333333333","mins",NA,"7874964","625949","1561847478"
"blanca","42.5793377120875","1.30127478906028","7.03333333333333","mins","6.98333333333333","mins",NA,"7875006","625942","1561847897"
"blanca","42.7200187265877","-3.02201089248171","6.98333333333333","mins","7","mins","131","7874965","625954","1561848317"
"blanca","35.0142828000232","1.31462954611094","7","mins","6.98333333333333","mins",NA,"7874966","625989","1561848736"
"blanca","13.4164078649987","2.00588027795694","6.98333333333333","mins","7.18333333333333","mins","35","7874978","625983","1561849167"
"blanca","31.1448230047949","-0.367173833818219","7.18333333333333","mins","6.85","mins",NA,"7875009","625980","1561849578"
"blanca","8.06225774829855","1.34996755706555","6.85","mins","7.68333333333333","mins",NA,"7875010","625972","1561850039"
"blanca","41.6293165929973","-1.0257779831151","7.68333333333333","mins","6.3","mins","125","7875048","625955","1561850417"
"blanca","17.4928556845359","0.119756151137549","6.3","mins","7.6","mins",NA,"7875063","625946","1561850873"
"blanca","16.1245154965971","-0.021273386024061","7.6","mins","6.46666666666667","mins","94","7875077","625938","1561851261"
"blanca","15.8113883008419","-0.840896668643165","6.46666666666667","mins","7.13333333333333","mins",NA,"7875092","625943","1561851689"
"blanca","31.5753068076939","0.130566094799628","7.13333333333333","mins","6.85","mins",NA,"7875123","625949","1561852100"
"blanca","23.259406699226","-2.50598898409168","6.85","mins","7.03333333333333","mins","37","7875102","625959","1561852522"
"blanca","16.4924225024706","-0.199440546774235","7.03333333333333","mins","7.4","mins",NA,"7875086","625963","1561852966"
"blanca","23.3238075793812","0.785398163397448","7.4","mins","6.45","mins","156","7875074","625983","1561853353"
"blanca","31.5753068076939","-0.839192366927298","6.45","mins","7.16666666666667","mins",NA,"7875043","625989","1561853783"
"blanca","87.0459648691426","-1.01721066067584","7.16666666666667","mins","14.1166666666667","mins","126","7874984","625925","1561854630"
"blanca","16.2788205960997","-0.00282285771015811","14.1166666666667","mins","6.93333333333333","mins",NA,"7874973","625913","1561855046"
"blanca","42.4499705535822","0.0767718912697783","6.93333333333333","mins","6.81666666666667","mins","105","7874942","625884","1561855455"
"blanca","23.8537208837531","0.175701946928017","6.81666666666667","mins","7.26666666666667","mins",NA,"7874922","625871","1561855891"
"blanca","19.6977156035922","-0.576196776624484","7.26666666666667","mins","6.78333333333333","mins",NA,"7874914","625853","1561856298"
"blanca","12.1655250605964","1.31772067463029","6.78333333333333","mins","6.98333333333333","mins","64","7874902","625855","1561856717"
"blanca","158.354033734541","0.321093955672878","6.98333333333333","mins","21.2016666666667","hours",NA,"7874762","625929","1561933043"
"blanca","65.299310869258","0.385893868985928","21.2016666666667","hours","6.76666666666667","mins","207","7874720","625979","1561933449"
"blanca","54.7813836992093","-0.49840968210788","6.76666666666667","mins","14.6333333333333","mins",NA,"7874669","625999","1561934327"
"blanca","56.6392090340252","-2.77987970587984","14.6333333333333","mins","6.6","mins","77","7874711","625961","1561934723"
"blanca","69.7710541700496","-1.8297686749967","6.6","mins","6.9","mins",NA,"7874743","626023","1561935137"
"blanca","87.6413144584219","0.805057901712048","6.9","mins","7.16666666666667","mins","82","7874827","626048","1561935567"
"blanca","20.5182845286832","-0.461658056788799","7.16666666666667","mins","6.91666666666667","mins",NA,"7874842","626062","1561935982"
"blanca","41.4849370253831","2.05335917828693","6.91666666666667","mins","7.13333333333333","mins",NA,"7874853","626022","1561936410"
"blanca","25.5538646783613","-1.83613830752825","7.13333333333333","mins","6.78333333333333","mins","163","7874875","626035","1561936817"
"blanca","31.04834939252","0.794310583386602","6.78333333333333","mins","7.23333333333333","mins",NA,"7874905","626027","1561937251"
"blanca","8.06225774829855","-0.384957386294102","7.23333333333333","mins","6.81666666666667","mins","127","7874913","626028","1561937660"
"blanca","9.48683298050514","-2.69548710464639","6.81666666666667","mins","7.18333333333333","mins",NA,"7874904","626031","1561938091"
"blanca","15.6524758424985","-2.99969559898563","7.18333333333333","mins","6.83333333333333","mins",NA,"7874918","626024","1561938501"
"blanca","48.5489443757534","0.541999277787331","6.83333333333333","mins","6.91666666666667","mins","120","7874944","625983","1561938916"
"blanca","53.0377224247045","-1.80437759347973","6.91666666666667","mins","7.61666666666667","mins",NA,"7874981","626021","1561939373"
"blanca","19.723082923316","-0.240341552844497","7.61666666666667","mins","6.3","mins","47","7874991","626038","1561939751"
"blanca","28.3019433961698","2.05126927098742","6.3","mins","7.36666666666667","mins",NA,"7875006","626014","1561940193"
"blanca","12.6491106406735","1.80764508774182","7.36666666666667","mins","6.61666666666667","mins",NA,"7874994","626010","1561940590"
"blanca","45.3982378512647","-1.38159730469493","6.61666666666667","mins","7.11666666666667","mins","134","7875000","625965","1561941017"
"blanca","66.4830805543786","-0.236782125376952","7.11666666666667","mins","13.9","mins","91","7875024","625903","1561941851"
"blanca","26","0.764124777373387","13.9","mins","7.71666666666667","mins",NA,"7875014","625879","1561942314"
"blanca","19.2353840616713","1.33260708407715","7.71666666666667","mins","6.51666666666667","mins",NA,"7874995","625882","1561942705"
"blanca","65.3911308970873","-1.31849037482599","6.51666666666667","mins","7.1","mins","136","7874969","625822","1561943131"
"blanca","92.2821759604746","-3.02866620272631","7.1","mins","7.55","mins",NA,"7875015","625902","1561943584"
"blanca","123.600161812192","-2.7345135938375","7.55","mins","6.3","mins","217","7874916","625828","1561943962"
"blanca","498.754448601714","2.81847759162211","6.3","mins","6.88333333333333","mins",NA,"7875200","626238","1561944375"
"blanca","613.827337286309","-2.94816876366936","6.88333333333333","mins","7.21666666666667","mins",NA,"7874760","625810","1561944808"
"blanca","14.142135623731","0.629677104671278","7.21666666666667","mins","7.35","mins","140","7874746","625808","1561945249"
"blanca","86.3712915267567","1.8054497015872","7.35","mins","6.46666666666667","mins",NA,"7874754","625894","1561945637"
"blanca","30.5286750449475","0.926385024078206","6.46666666666667","mins","7.76666666666667","mins","187","7874780","625910","1561946103"
"blanca","115.88356225108","-3.08446349345022","7.76666666666667","mins","20.3725","hours",NA,"7874678","625855","1562019444"
"blanca","37.1214223865412","-1.55196572326091","20.3725","hours","6.96666666666667","mins","58","7874695","625822","1562019862"
"blanca","26.6833281282527","0.248896370801106","6.96666666666667","mins","6.83333333333333","mins",NA,"7874701","625796","1562020272"
"blanca","7.81024967590665","-0.649259202544307","6.83333333333333","mins","7.13333333333333","mins",NA,"7874707","625791","1562020700"
"blanca","9.8488578017961","-0.276513946617474","7.13333333333333","mins","6.98333333333333","mins","61","7874716","625787","1562021119"
"blanca","47.0744091837593","0.938511313651846","6.98333333333333","mins","6.96666666666667","mins",NA,"7874726","625741","1562021537"
"blanca","70.4911341943084","0.766645033854536","6.96666666666667","mins","6.93333333333333","mins","121","7874689","625681","1562021953"
"blanca","7.81024967590665","0.323473700307479","6.93333333333333","mins","7.21666666666667","mins",NA,"7874683","625676","1562022386"
"blanca","87.692645073575","-1.67758384783928","7.21666666666667","mins","7.08333333333333","mins",NA,"7874746","625615","1562022811"
"blanca","17.1172427686237","2.48943086860285","7.08333333333333","mins","14","mins",NA,"7874729","625617","1562023651"
"blanca","69.7710541700496","-2.16437249083547","14","mins","6.78333333333333","mins","173","7874761","625555","1562024058"
"blanca","33.1360830515618","0.385807532272961","6.78333333333333","mins","7.08333333333333","mins",NA,"7874764","625522","1562024483"
"blanca","15","-2.12363754838744","7.08333333333333","mins","6.88333333333333","mins",NA,"7874776","625531","1562024896"
"blanca","32.2490309931942","0.519146114246523","6.88333333333333","mins","7.41666666666667","mins","212","7874808","625535","1562025341"
"blanca","53.7401153701776","-0.661043168850687","7.41666666666667","mins","20.65","mins",NA,"7874846","625573","1562026580"
"blanca","19.723082923316","-0.253674096138643","20.65","mins","6.95","mins",NA,"7874856","625590","1562026997"
"blanca","43.2781700167648","0.171889715520647","6.95","mins","7.03333333333333","mins","183","7874884","625623","1562027419"
"blanca","39.2045915678253","-0.0448077466619761","7.03333333333333","mins","7.13333333333333","mins",NA,"7874908","625654","1562027847"
"blanca","17.464249196573","2.8951970590697","7.13333333333333","mins","7.05","mins","154","7874901","625638","1562028270"
"blanca","51.9230199429887","-2.25621547147899","7.05","mins","6.78333333333333","mins",NA,"7874951","625652","1562028677"
"blanca","48.2597140480546","1.25005536317084","6.78333333333333","mins","7.76666666666667","mins","9","7874978","625612","1562029143"
"blanca","38.4187454245971","-1.87310204465547","7.76666666666667","mins","7.01666666666667","mins",NA,"7875002","625642","1562029564"
"blanca","22.0227155455452","2.42142843194466","7.01666666666667","mins","6.75","mins",NA,"7875003","625620","1562029969"
"blanca","82.2982381342395","-2.61621886184875","6.75","mins","6.85","mins","105","7875041","625693","1562030380"
"blanca","94.0478601564119","-2.08265090359939","6.85","mins","14.3","mins",NA,"7874947","625690","1562031238"
"blanca","69.3397432934389","2.59349394386713","14.3","mins","7.06666666666667","mins",NA,"7875005","625728","1562031662"
"blanca","44.2944691807002","1.07394414312726","7.06666666666667","mins","6.38333333333333","mins",NA,"7875044","625707","1562032045"
"blanca","32.5576411921994","-1.2358886369255","6.38333333333333","mins","14.1833333333333","mins",NA,"7875068","625729","1562032896"
"blanca","19.723082923316","-1.36057312604778","14.1833333333333","mins","7","mins",NA,"7875058","625746","1562033316"
"blanca","131.244047484067","-0.705274095285263","7","mins","41.6333333333333","mins","176","7874934","625789","1562035814"
"blanca","106.437775249204","0.76914889759639","41.6333333333333","mins","7.81666666666667","mins",NA,"7874886","625884","1562036283"
"blanca","103.947101931704","-0.324351514604579","7.81666666666667","mins","19.4394444444444","hours","155","7874812","625957","1562106265"
"blanca","22.561028345357","1.01567738069289","19.4394444444444","hours","6.91666666666667","mins",NA,"7874817","625979","1562106680"
"blanca","81.0987052917616","1.39666235790723","6.91666666666667","mins","6.96666666666667","mins",NA,"7874898","625975","1562107098"
"blanca","10.295630140987","2.58515151694449","6.96666666666667","mins","7.2","mins","65","7874889","625970","1562107530"
"blanca","31.6227766016838","2.39964538558388","7.2","mins","7.15","mins",NA,"7874899","626000","1562107959"
"blanca","42.4381903478459","2.2187683446954","7.15","mins","6.7","mins","128","7874923","625965","1562108361"
"blanca","41.8807831827438","-1.55110275610205","6.7","mins","6.95","mins",NA,"7874958","625988","1562108778"
"blanca","30.6757233003559","-0.657356675447111","6.95","mins","7.25","mins",NA,"7874968","626017","1562109213"
"blanca","15.2315462117278","0.833845072966928","7.25","mins","6.78333333333333","mins","97","7874982","626023","1562109620"
"blanca","12.2065556157337","-0.555178576120605","6.78333333333333","mins","7.05","mins",NA,"7874989","626033","1562110043"
"blanca","32.2490309931942","-0.486370969842447","7.05","mins","7.11666666666667","mins","202","7874993","626065","1562110470"
"blanca","49.1629942131274","-0.0429029502408905","7.11666666666667","mins","6.71666666666667","mins",NA,"7874997","626114","1562110873"
"blanca","27.2029410174709","-0.37995097589205","6.71666666666667","mins","7.03333333333333","mins",NA,"7874989","626140","1562111295"
"blanca","28.1602556806574","0.405234604235315","7.03333333333333","mins","7.33333333333333","mins","201","7874992","626168","1562111735"
"blanca","90.4709898254684","-3.01407311264468","7.33333333333333","mins","6.78333333333333","mins",NA,"7874971","626080","1562112142"
"blanca","24.0208242989286","1.37818369229923","6.78333333333333","mins","7.43333333333333","mins","95","7874947","626081","1562112588"
"blanca","2.23606797749979","2.6363024654904","7.43333333333333","mins","6.6","mins",NA,"7874949","626082","1562112984"
"blanca","27.8926513619627","-1.36082281393273","6.6","mins","7.03333333333333","mins",NA,"7874942","626109","1562113406"
"blanca","39.293765408777","-0.00364961883244591","7.03333333333333","mins","6.91666666666667","mins","52","7874932","626147","1562113821"
"blanca","31.3209195267317","-2.59281214414084","6.91666666666667","mins","7.33333333333333","mins",NA,"7874923","626117","1562114261"
"blanca","8","-0.291456794477867","7.33333333333333","mins","6.81666666666667","mins","147","7874923","626109","1562114670"
"blanca","19","1.5707963267949","6.81666666666667","mins","6.85","mins",NA,"7874904","626109","1562115081"
"blanca","25.0599281722833","0.49934672168013","6.85","mins","7.03333333333333","mins",NA,"7874882","626121","1562115503"
"blanca","84.0238061504","-1.40283691349667","7.03333333333333","mins","7.28333333333333","mins","139","7874830","626055","1562115940"
"blanca","38.9486841883009","-2.74769472658218","7.28333333333333","mins","13.8166666666667","mins","136","7874864","626074","1562116769"
"blanca","18.3847763108502","1.29499042820637","13.8166666666667","mins","6.91666666666667","mins",NA,"7874877","626061","1562117184"
"blanca","20.2484567313166","-1.35970299357215","6.91666666666667","mins","7.5","mins",NA,"7874894","626072","1562117634"
"blanca","44.0113621693308","0.946372589032822","7.5","mins","6.4","mins","130","7874935","626056","1562118018"
"blanca","13.9283882771841","0.831554734118557","6.4","mins","6.98333333333333","mins",NA,"7874940","626043","1562118437"
"blanca","78.5493475466219","0.74531614914082","6.98333333333333","mins","13.9166666666667","mins",NA,"7874911","625970","1562119272"
"blanca","83.4326075344646","1.43472570604341","13.9166666666667","mins","7","mins",NA,"7874830","625990","1562119692"
"blanca","29.0688837074973","0.221575914429687","7","mins","7.08333333333333","mins","111","7874804","626003","1562120117"
"blanca","28.0178514522438","-1.07144960511477","7.08333333333333","mins","7.08333333333333","mins",NA,"7874781","625987","1562120542"
"blanca","73.3757453113766","-1.26750521388305","7.08333333333333","mins","19.7994444444444","hours","140","7874803","625917","1562191820"
"blanca","118.342722632192","-1.34240924681331","19.7994444444444","hours","6.88333333333333","mins",NA,"7874921","625926","1562192233"
"blanca","30.4630924234556","1.24202834373034","6.88333333333333","mins","6.98333333333333","mins","71","7874933","625898","1562192652"
"blanca","6.70820393249937","-1.62955214951062","6.98333333333333","mins","7.78333333333333","mins",NA,"7874939","625901","1562193119"
"blanca","17.464249196573","-1.33823938498999","7.78333333333333","mins","6.4","mins",NA,"7874935","625918","1562193503"
"blanca","62.6258732474047","1.12963981218383","6.4","mins","7.5","mins","116","7874984","625957","1562193953"
"blanca","23.0217288664427","0.0721969684052103","7.5","mins","6.4","mins",NA,"7875003","625970","1562194337"
"blanca","21.9544984001001","1.12484598505186","6.4","mins","7.46666666666667","mins","128","7875022","625959","1562194785"
"blanca","4.24264068711928","1.83139871854224","7.46666666666667","mins","6.53333333333333","mins",NA,"7875019","625956","1562195177"
"blanca","24.6981780704569","-1.98320676839228","6.53333333333333","mins","7.2","mins",NA,"7875042","625947","1562195609"
"blanca","8.54400374531753","1.55657927526541","7.2","mins","6.8","mins","64","7875039","625939","1562196017"
"blanca","5.65685424949238","0.426627493126876","6.8","mins","7.15","mins",NA,"7875035","625935","1562196446"
"blanca","11.1803398874989","-2.17634099039987","7.15","mins","7.25","mins","3","7875046","625933","1562196881"
"blanca","19.313207915828","0.191037789020184","7.25","mins","6.51666666666667","mins",NA,"7875064","625926","1562197272"
"blanca","5.09901951359278","1.39730059783211","6.51666666666667","mins","7.01666666666667","mins",NA,"7875063","625921","1562197693"
"blanca","41.9761837236307","0.0186894124469057","7.01666666666667","mins","7.2","mins","169","7875054","625880","1562198125"
"blanca","55.8659108938537","-2.58493701432318","7.2","mins","6.96666666666667","mins",NA,"7875093","625920","1562198543"
"blanca","19.1049731745428","-2.44841387708853","6.96666666666667","mins","6.91666666666667","mins","151","7875074","625918","1562198958"
"blanca","33.1360830515618","1.76633315272588","6.91666666666667","mins","6.91666666666667","mins",NA,"7875077","625951","1562199373"
"blanca","557.344597174854","-0.78585761661575","6.91666666666667","mins","7.28333333333333","mins",NA,"7874720","626379","1562199810"
"blanca","561.262861767995","-3.07492922474345","7.28333333333333","mins","7.56666666666667","mins",NA,"7875050","625925","1562200264"
"blanca","75.2396172239067","-2.10293101247964","7.56666666666667","mins","6.31666666666667","mins",NA,"7875080","625994","1562200643"
"blanca","31.3049516849971","1.62431659525421","6.31666666666667","mins","7.03333333333333","mins","127","7875108","625980","1562201065"
"blanca","211.473402582925","1.6597330680848","7.03333333333333","mins","7.63333333333333","mins",NA,"7874997","625800","1562201523"
"blanca","235.238177173689","3.0469525520877","7.63333333333333","mins","7","mins","172","7875101","626011","1562201943"
"blanca","103.94229168149","-0.264322255932671","7","mins","6.85","mins","124","7875121","626113","1562202354"
"blanca","103.812330674155","-2.70712657520935","6.85","mins","13.3833333333333","mins","147","7875060","626029","1562203157"
"blanca","2","2.5135045823534","13.3833333333333","mins","7.05","mins",NA,"7875060","626031","1562203580"
"blanca","28.0178514522438","1.60649543947422","7.05","mins","7.38333333333333","mins",NA,"7875088","626030","1562204023"
"blanca","51.0392006206994","3.06669793898341","7.38333333333333","mins","6.66666666666667","mins","166","7875037","626028","1562204423"
"blanca","111.305884839931","-0.50892790617103","6.66666666666667","mins","7.03333333333333","mins",NA,"7874942","625970","1562204845"
