"id","GPS.Fix.Time","GPS.UTM.Northing","GPS.UTM.Easting"
"blanca","2019.06.23 22:52:26",7874785,625938
"blanca","2019.06.23 22:59:48",7874773,625944
"blanca","2019.06.23 23:06:22",7874778,625946
"blanca","2019.06.23 23:13:17",7874740,625947
"blanca","2019.06.23 23:20:21",7874744,625960
"blanca","2019.06.23 23:28:04",7874781,625982
"blanca","2019.06.23 23:34:44",7874800,625985
"blanca","2019.06.23 23:41:34",7874810,625974
"blanca","2019.06.23 23:48:36",7874826,625979
"blanca","2019.06.23 23:55:49",7874827,625977
"blanca","2019.06.24 00:02:19",7874849,625975
"blanca","2019.06.24 00:09:22",7874835,625956
"blanca","2019.06.24 00:16:25",7874755,625939
"blanca","2019.06.24 00:23:24",7874761,625894
"blanca","2019.06.24 00:31:03",7874794,625891
"blanca","2019.06.25 22:31:34",7874790,625877
"blanca","2019.06.25 22:38:16",7874750,625954
"blanca","2019.06.25 22:45:56",7874797,625950
"blanca","2019.06.25 22:52:21",7874827,626021
"blanca","2019.06.25 22:59:26",7874833,626018
"blanca","2019.06.25 23:06:37",7874852,626012
"blanca","2019.06.25 23:13:23",7874848,626018
"blanca","2019.06.25 23:20:52",7874873,625994
"blanca","2019.06.25 23:27:22",7874879,626016
"blanca","2019.06.25 23:34:12",7874975,625955
"blanca","2019.06.25 23:41:24",7874868,626042
"blanca","2019.06.25 23:48:21",7874871,626020
"blanca","2019.06.25 23:55:13",7874921,626006
"blanca","2019.06.26 00:02:14",7874936,625967
"blanca","2019.06.26 00:09:16",7874913,625974
"blanca","2019.06.26 00:16:20",7874858,625978
"blanca","2019.06.26 00:23:21",7874806,625937
"blanca","2019.06.26 22:52:44",7874880,625928
"blanca","2019.06.26 22:59:22",7874763,625890
"blanca","2019.06.26 23:06:19",7874743,625808
"blanca","2019.06.26 23:13:37",7874739,625795
"blanca","2019.06.26 23:27:34",7874755,625810
"blanca","2019.06.26 23:35:00",7874743,625799
"blanca","2019.06.26 23:41:24",7874744,625807
"blanca","2019.06.26 23:49:04",7874733,625765
"blanca","2019.06.26 23:56:01",7874733,625724
"blanca","2019.06.27 00:02:36",7874722,625708
"blanca","2019.06.27 00:09:26",7874725,625680
"blanca","2019.06.27 00:16:21",7874718,625695
"blanca","2019.06.27 00:24:04",7874713,625705
"blanca","2019.06.27 00:30:08",7874726,625732
"blanca","2019.06.27 00:37:17",7874776,625778
"blanca","2019.06.27 00:44:15",7874773,625800
"blanca","2019.06.27 00:51:30",7874756,625780
"blanca","2019.06.27 00:59:02",7874663,625858
"blanca","2019.06.27 01:06:04",7874727,625899
"blanca","2019.06.27 01:19:15",7874730,625930
"blanca","2019.06.27 01:26:52",7874768,625911
"blanca","2019.06.27 01:33:19",7874793,625877
"blanca","2019.06.27 22:24:42",7874790,625907
"blanca","2019.06.27 22:31:19",7874834,625977
"blanca","2019.06.27 22:38:18",7874857,625968
"blanca","2019.06.27 22:45:27",7874843,626017
"blanca","2019.06.27 22:52:48",7874838,626040
"blanca","2019.06.27 23:06:31",7874808,626063
"blanca","2019.06.27 23:13:22",7874850,626072
"blanca","2019.06.27 23:20:16",7874844,626082
"blanca","2019.06.27 23:27:12",7874857,626085
"blanca","2019.06.27 23:34:29",7874860,626082
"blanca","2019.06.27 23:41:21",7874869,626066
"blanca","2019.06.27 23:48:13",7874886,626052
"blanca","2019.06.27 23:55:24",7874894,626047
"blanca","2019.06.28 00:02:18",7874902,626039
"blanca","2019.06.28 00:09:19",7874895,626055
"blanca","2019.06.28 00:16:20",7874869,626024
"blanca","2019.06.28 00:23:27",7874890,626045
"blanca","2019.06.28 00:30:24",7874891,626040
"blanca","2019.06.28 00:37:24",7874867,626045
"blanca","2019.06.28 00:44:28",7874863,626035
"blanca","2019.06.28 00:51:33",7874825,626010
"blanca","2019.06.28 00:58:15",7874800,626020
"blanca","2019.06.28 01:05:18",7874804,626001
"blanca","2019.06.28 01:12:18",7874787,625919
"blanca","2019.06.28 22:31:18",7874861,625963
"blanca","2019.06.28 22:45:14",7874878,625969
"blanca","2019.06.28 22:52:35",7874895,625981
"blanca","2019.06.28 22:59:13",7874919,625993
"blanca","2019.06.28 23:06:30",7874932,626015
"blanca","2019.06.28 23:13:42",7874933,626014
"blanca","2019.06.28 23:20:42",7874927,626004
"blanca","2019.06.28 23:48:26",7874950,625981
"blanca","2019.06.28 23:55:41",7874971,625969
"blanca","2019.06.29 00:02:13",7874960,626002
"blanca","2019.06.29 00:09:18",7874981,626039
"blanca","2019.06.29 00:16:14",7874990,626034
"blanca","2019.06.29 00:30:42",7875057,626141
"blanca","2019.06.29 00:37:22",7874930,626042
"blanca","2019.06.29 00:44:24",7874907,626010
"blanca","2019.06.29 00:51:51",7874962,626277
"blanca","2019.06.29 00:58:17",7874752,626238
"blanca","2019.06.29 01:05:34",7874827,625981
"blanca","2019.06.29 22:10:15",7874839,625884
"blanca","2019.06.29 22:17:09",7874937,625925
"blanca","2019.06.29 22:24:16",7874938,625893
"blanca","2019.06.29 22:31:18",7874964,625949
"blanca","2019.06.29 22:38:17",7875006,625942
"blanca","2019.06.29 22:45:17",7874965,625954
"blanca","2019.06.29 22:52:16",7874966,625989
"blanca","2019.06.29 22:59:27",7874978,625983
"blanca","2019.06.29 23:06:18",7875009,625980
"blanca","2019.06.29 23:13:59",7875010,625972
"blanca","2019.06.29 23:20:17",7875048,625955
"blanca","2019.06.29 23:27:53",7875063,625946
"blanca","2019.06.29 23:34:21",7875077,625938
"blanca","2019.06.29 23:41:29",7875092,625943
"blanca","2019.06.29 23:48:20",7875123,625949
"blanca","2019.06.29 23:55:22",7875102,625959
"blanca","2019.06.30 00:02:46",7875086,625963
"blanca","2019.06.30 00:09:13",7875074,625983
"blanca","2019.06.30 00:16:23",7875043,625989
"blanca","2019.06.30 00:30:30",7874984,625925
"blanca","2019.06.30 00:37:26",7874973,625913
"blanca","2019.06.30 00:44:15",7874942,625884
"blanca","2019.06.30 00:51:31",7874922,625871
"blanca","2019.06.30 00:58:18",7874914,625853
"blanca","2019.06.30 01:05:17",7874902,625855
"blanca","2019.06.30 22:17:23",7874762,625929
"blanca","2019.06.30 22:24:09",7874720,625979
"blanca","2019.06.30 22:38:47",7874669,625999
"blanca","2019.06.30 22:45:23",7874711,625961
"blanca","2019.06.30 22:52:17",7874743,626023
"blanca","2019.06.30 22:59:27",7874827,626048
"blanca","2019.06.30 23:06:22",7874842,626062
"blanca","2019.06.30 23:13:30",7874853,626022
"blanca","2019.06.30 23:20:17",7874875,626035
"blanca","2019.06.30 23:27:31",7874905,626027
"blanca","2019.06.30 23:34:20",7874913,626028
"blanca","2019.06.30 23:41:31",7874904,626031
"blanca","2019.06.30 23:48:21",7874918,626024
"blanca","2019.06.30 23:55:16",7874944,625983
"blanca","2019.07.01 00:02:53",7874981,626021
"blanca","2019.07.01 00:09:11",7874991,626038
"blanca","2019.07.01 00:16:33",7875006,626014
"blanca","2019.07.01 00:23:10",7874994,626010
"blanca","2019.07.01 00:30:17",7875000,625965
"blanca","2019.07.01 00:44:11",7875024,625903
"blanca","2019.07.01 00:51:54",7875014,625879
"blanca","2019.07.01 00:58:25",7874995,625882
"blanca","2019.07.01 01:05:31",7874969,625822
"blanca","2019.07.01 01:13:04",7875015,625902
"blanca","2019.07.01 01:19:22",7874916,625828
"blanca","2019.07.01 01:26:15",7875200,626238
"blanca","2019.07.01 01:33:28",7874760,625810
"blanca","2019.07.01 01:40:49",7874746,625808
"blanca","2019.07.01 01:47:17",7874754,625894
"blanca","2019.07.01 01:55:03",7874780,625910
"blanca","2019.07.01 22:17:24",7874678,625855
"blanca","2019.07.01 22:24:22",7874695,625822
"blanca","2019.07.01 22:31:12",7874701,625796
"blanca","2019.07.01 22:38:20",7874707,625791
"blanca","2019.07.01 22:45:19",7874716,625787
"blanca","2019.07.01 22:52:17",7874726,625741
"blanca","2019.07.01 22:59:13",7874689,625681
"blanca","2019.07.01 23:06:26",7874683,625676
"blanca","2019.07.01 23:13:31",7874746,625615
"blanca","2019.07.01 23:27:31",7874729,625617
"blanca","2019.07.01 23:34:18",7874761,625555
"blanca","2019.07.01 23:41:23",7874764,625522
"blanca","2019.07.01 23:48:16",7874776,625531
"blanca","2019.07.01 23:55:41",7874808,625535
"blanca","2019.07.02 00:16:20",7874846,625573
"blanca","2019.07.02 00:23:17",7874856,625590
"blanca","2019.07.02 00:30:19",7874884,625623
"blanca","2019.07.02 00:37:27",7874908,625654
"blanca","2019.07.02 00:44:30",7874901,625638
"blanca","2019.07.02 00:51:17",7874951,625652
"blanca","2019.07.02 00:59:03",7874978,625612
"blanca","2019.07.02 01:06:04",7875002,625642
"blanca","2019.07.02 01:12:49",7875003,625620
"blanca","2019.07.02 01:19:40",7875041,625693
"blanca","2019.07.02 01:33:58",7874947,625690
"blanca","2019.07.02 01:41:02",7875005,625728
"blanca","2019.07.02 01:47:25",7875044,625707
"blanca","2019.07.02 02:01:36",7875068,625729
"blanca","2019.07.02 02:08:36",7875058,625746
"blanca","2019.07.02 02:50:14",7874934,625789
"blanca","2019.07.02 02:58:03",7874886,625884
"blanca","2019.07.02 22:24:25",7874812,625957
"blanca","2019.07.02 22:31:20",7874817,625979
"blanca","2019.07.02 22:38:18",7874898,625975
"blanca","2019.07.02 22:45:30",7874889,625970
"blanca","2019.07.02 22:52:39",7874899,626000
"blanca","2019.07.02 22:59:21",7874923,625965
"blanca","2019.07.02 23:06:18",7874958,625988
"blanca","2019.07.02 23:13:33",7874968,626017
"blanca","2019.07.02 23:20:20",7874982,626023
"blanca","2019.07.02 23:27:23",7874989,626033
"blanca","2019.07.02 23:34:30",7874993,626065
"blanca","2019.07.02 23:41:13",7874997,626114
"blanca","2019.07.02 23:48:15",7874989,626140
"blanca","2019.07.02 23:55:35",7874992,626168
"blanca","2019.07.03 00:02:22",7874971,626080
"blanca","2019.07.03 00:09:48",7874947,626081
"blanca","2019.07.03 00:16:24",7874949,626082
"blanca","2019.07.03 00:23:26",7874942,626109
"blanca","2019.07.03 00:30:21",7874932,626147
"blanca","2019.07.03 00:37:41",7874923,626117
"blanca","2019.07.03 00:44:30",7874923,626109
"blanca","2019.07.03 00:51:21",7874904,626109
"blanca","2019.07.03 00:58:23",7874882,626121
"blanca","2019.07.03 01:05:40",7874830,626055
"blanca","2019.07.03 01:19:29",7874864,626074
"blanca","2019.07.03 01:26:24",7874877,626061
"blanca","2019.07.03 01:33:54",7874894,626072
"blanca","2019.07.03 01:40:18",7874935,626056
"blanca","2019.07.03 01:47:17",7874940,626043
"blanca","2019.07.03 02:01:12",7874911,625970
"blanca","2019.07.03 02:08:12",7874830,625990
"blanca","2019.07.03 02:15:17",7874804,626003
"blanca","2019.07.03 02:22:22",7874781,625987
"blanca","2019.07.03 22:10:20",7874803,625917
"blanca","2019.07.03 22:17:13",7874921,625926
"blanca","2019.07.03 22:24:12",7874933,625898
"blanca","2019.07.03 22:31:59",7874939,625901
"blanca","2019.07.03 22:38:23",7874935,625918
"blanca","2019.07.03 22:45:53",7874984,625957
"blanca","2019.07.03 22:52:17",7875003,625970
"blanca","2019.07.03 22:59:45",7875022,625959
"blanca","2019.07.03 23:06:17",7875019,625956
"blanca","2019.07.03 23:13:29",7875042,625947
"blanca","2019.07.03 23:20:17",7875039,625939
"blanca","2019.07.03 23:27:26",7875035,625935
"blanca","2019.07.03 23:34:41",7875046,625933
"blanca","2019.07.03 23:41:12",7875064,625926
"blanca","2019.07.03 23:48:13",7875063,625921
"blanca","2019.07.03 23:55:25",7875054,625880
"blanca","2019.07.04 00:02:23",7875093,625920
"blanca","2019.07.04 00:09:18",7875074,625918
"blanca","2019.07.04 00:16:13",7875077,625951
"blanca","2019.07.04 00:23:30",7874720,626379
"blanca","2019.07.04 00:31:04",7875050,625925
"blanca","2019.07.04 00:37:23",7875080,625994
"blanca","2019.07.04 00:44:25",7875108,625980
"blanca","2019.07.04 00:52:03",7874997,625800
"blanca","2019.07.04 00:59:03",7875101,626011
"blanca","2019.07.04 01:05:54",7875121,626113
"blanca","2019.07.04 01:19:17",7875060,626029
"blanca","2019.07.04 01:26:20",7875060,626031
"blanca","2019.07.04 01:33:43",7875088,626030
"blanca","2019.07.04 01:40:23",7875037,626028
"blanca","2019.07.04 01:47:25",7874942,625970
"blanca","2019.07.04 01:54:45",7875019,626046
"blanca","2019.07.04 02:01:29",7875029,626083
"blanca","2019.07.04 02:08:34",7875060,626053
"blanca","2019.07.04 02:22:39",7875015,625994
"blanca","2019.07.04 02:29:31",7874978,626008
"blanca","2019.07.04 02:36:26",7874969,625972
"blanca","2019.07.04 02:50:52",7874907,625904
"blanca","2019.07.04 02:57:22",7874797,625910
"blanca","2019.07.04 22:10:15",7874722,625876
"blanca","2019.07.04 22:17:23",7874699,625864
"blanca","2019.07.04 22:24:09",7874618,625889
"blanca","2019.07.04 22:31:16",7874582,625920
"blanca","2019.07.04 22:38:17",7874554,625914
"blanca","2019.07.04 22:45:27",7874550,625917
"blanca","2019.07.04 22:52:13",7874542,625911
"blanca","2019.07.04 22:59:16",7874528,625885
"blanca","2019.07.04 23:06:55",7874495,625938
"blanca","2019.07.04 23:13:53",7874470,625963
"blanca","2019.07.04 23:20:36",7874445,625947
"blanca","2019.07.04 23:27:58",7874467,625938
"blanca","2019.07.04 23:35:04",7874424,625900
"blanca","2019.07.04 23:41:37",7874415,625922
"blanca","2019.07.04 23:49:03",7874604,625809
"blanca","2019.07.04 23:55:48",7874381,625917
"blanca","2019.07.05 00:02:21",7874387,625970
"blanca","2019.07.05 00:10:04",7874393,626008
"blanca","2019.07.05 00:24:04",7874458,625968
"blanca","2019.07.05 00:30:19",7874563,625978
"blanca","2019.07.05 00:37:29",7874514,625958
"blanca","2019.07.05 00:45:04",7874503,625985
"blanca","2019.07.05 00:51:36",7874495,626031
"blanca","2019.07.05 01:05:47",7874506,626049
"blanca","2019.07.05 01:12:36",7874524,626103
"blanca","2019.07.05 01:19:49",7874608,626170
"blanca","2019.07.05 01:26:38",7874576,626126
"blanca","2019.07.05 01:33:33",7874690,626106
"blanca","2019.07.05 01:40:28",7874602,626117
"blanca","2019.07.05 01:47:31",7874678,626023
"blanca","2019.07.05 02:16:03",7874550,626042
"blanca","2019.07.05 02:30:03",7874585,625977
"blanca","2019.07.05 02:36:15",7874617,626031
"blanca","2019.07.05 02:43:17",7874640,626122
"blanca","2019.07.05 02:51:03",7874647,626117
"blanca","2019.07.05 02:57:45",7874687,626137
"blanca","2019.07.05 03:04:52",7874647,626132
"blanca","2019.07.05 03:18:25",7874599,626011
"blanca","2019.07.05 03:25:21",7874594,625979
"blanca","2019.07.05 03:39:35",7874624,625975
"blanca","2019.07.05 03:46:58",7874631,625976
"blanca","2019.07.05 03:53:22",7874618,625964
"blanca","2019.07.05 04:00:23",7874622,625954
"blanca","2019.07.05 04:07:23",7874678,625940
"blanca","2019.07.05 04:14:29",7874690,625993
"blanca","2019.07.05 04:22:03",7874687,626008
"blanca","2019.07.05 04:28:54",7874735,625943
"blanca","2019.07.05 04:35:24",7874753,625984
"blanca","2019.07.05 04:42:37",7874783,625887
"blanca","2019.07.05 22:03:23",7874766,625856
"blanca","2019.07.05 22:10:19",7874770,625776
"blanca","2019.07.05 22:17:10",7874808,625782
"blanca","2019.07.05 22:24:20",7874820,625797
"blanca","2019.07.05 22:31:16",7874949,625740
"blanca","2019.07.05 22:39:02",7874966,625749
"blanca","2019.07.05 22:45:30",7874943,625771
"blanca","2019.07.05 22:52:18",7874946,625776
"blanca","2019.07.05 22:59:11",7874974,625760
"blanca","2019.07.05 23:06:28",7875000,625727
"blanca","2019.07.05 23:13:21",7874992,625762
"blanca","2019.07.05 23:20:36",7875034,625763
"blanca","2019.07.05 23:28:03",7875018,625793
"blanca","2019.07.05 23:34:52",7875045,625740
"blanca","2019.07.05 23:41:18",7875077,625782
"blanca","2019.07.05 23:49:02",7875087,625793
"blanca","2019.07.05 23:55:55",7874576,624742
"blanca","2019.07.06 00:02:38",7875155,625751
"blanca","2019.07.06 00:23:37",7875067,625818
"blanca","2019.07.06 00:30:47",7875053,625848
"blanca","2019.07.06 00:45:03",7875121,625908
"blanca","2019.07.06 00:51:26",7875079,625859
"blanca","2019.07.06 00:58:30",7875111,625858
"blanca","2019.07.06 01:05:21",7875158,625905
"blanca","2019.07.06 01:12:36",7875144,625923
"blanca","2019.07.06 01:19:22",7875158,625955
"blanca","2019.07.06 01:26:29",7875161,625977
"blanca","2019.07.06 01:33:10",7875118,625943
"blanca","2019.07.06 01:40:11",7875049,625874
"blanca","2019.07.06 01:48:03",7874983,625871
"blanca","2019.07.06 01:55:03",7875029,625857
"blanca","2019.07.06 02:01:34",7874933,625883
"blanca","2019.07.06 23:06:55",7874779,625956
"blanca","2019.07.06 23:13:24",7874798,626006
"blanca","2019.07.06 23:20:21",7874810,626030
"blanca","2019.07.06 23:35:02",7874391,625335
"blanca","2019.07.06 23:41:32",7874864,626063
"blanca","2019.07.07 00:02:30",7875071,625918
"blanca","2019.07.07 00:23:58",7874940,626057
"blanca","2019.07.07 00:31:03",7874990,626040
"blanca","2019.07.07 00:37:54",7875025,626095
"blanca","2019.07.07 00:45:04",7875022,626128
"blanca","2019.07.07 01:05:50",7875001,626078
"blanca","2019.07.07 01:12:41",7875010,626052
"blanca","2019.07.07 01:20:05",7875010,626022
"blanca","2019.07.07 01:27:03",7875023,625977
"blanca","2019.07.07 01:33:29",7874994,625957
"blanca","2019.07.07 01:40:36",7874956,625961
"blanca","2019.07.07 22:03:53",7874795,625918
"blanca","2019.07.07 22:10:22",7874939,625910
"blanca","2019.07.07 22:17:25",7874931,625871
"blanca","2019.07.07 22:24:18",7874941,625868
"blanca","2019.07.07 22:31:25",7874933,625870
"blanca","2019.07.07 22:38:24",7874944,625879
"blanca","2019.07.07 22:45:18",7874972,625872
"blanca","2019.07.07 22:52:25",7874981,625889
"blanca","2019.07.07 23:00:02",7875040,625864
"blanca","2019.07.07 23:13:18",7875097,625895
"blanca","2019.07.07 23:20:25",7875143,625898
"blanca","2019.07.07 23:27:26",7875159,625931
"blanca","2019.07.07 23:34:54",7875149,625951
"blanca","2019.07.07 23:41:25",7875187,625969
"blanca","2019.07.07 23:49:05",7875203,625993
"blanca","2019.07.07 23:56:05",7875257,625970
"blanca","2019.07.08 00:02:36",7875287,625975
"blanca","2019.07.08 00:16:27",7875307,625937
"blanca","2019.07.08 00:44:32",7875287,625917
"blanca","2019.07.08 00:52:05",7875280,625880
"blanca","2019.07.08 00:58:32",7875267,625843
"blanca","2019.07.08 01:12:43",7875186,625907
"blanca","2019.07.08 01:19:27",7875126,625957
"blanca","2019.07.08 01:33:33",7874979,625863
"blanca","2019.07.08 01:40:25",7874947,625823
"blanca","2019.07.08 01:47:22",7874887,625870
"blanca","2019.07.08 22:03:14",7874784,625880
"blanca","2019.07.08 22:10:15",7874782,625802
"blanca","2019.07.08 22:17:24",7874798,625794
"blanca","2019.07.08 22:24:26",7874774,625776
"blanca","2019.07.08 22:32:00",7874788,625755
"blanca","2019.07.08 22:38:23",7874774,625748
"blanca","2019.07.08 22:45:55",7874782,625729
"blanca","2019.07.08 22:52:33",7874871,625736
"blanca","2019.07.08 22:59:12",7874899,625769
"blanca","2019.07.08 23:06:24",7874928,625779
"blanca","2019.07.08 23:13:33",7874936,625752
"blanca","2019.07.08 23:20:25",7874931,625749
"blanca","2019.07.08 23:27:24",7874930,625720
"blanca","2019.07.08 23:34:19",7874944,625720
"blanca","2019.07.08 23:41:50",7874967,625758
"blanca","2019.07.08 23:49:03",7874963,625755
"blanca","2019.07.08 23:55:14",7874939,625782
"blanca","2019.07.09 00:02:27",7874931,625768
"blanca","2019.07.09 00:09:15",7874970,625778
"blanca","2019.07.09 00:16:31",7874961,625786
"blanca","2019.07.09 00:23:38",7874970,625784
"blanca","2019.07.09 00:37:59",7874997,625820
"blanca","2019.07.09 00:44:28",7874956,625844
"blanca","2019.07.09 00:59:03",7875027,625904
"blanca","2019.07.09 01:06:03",7874816,625943
"blanca","2019.07.09 01:13:03",7874776,625874
"blanca","2019.07.09 22:03:39",7874801,625969
"blanca","2019.07.09 22:10:25",7874855,626031
"blanca","2019.07.09 22:17:30",7874865,626014
"blanca","2019.07.09 22:24:40",7874871,626075
"blanca","2019.07.09 22:31:18",7874876,626068
"blanca","2019.07.09 22:38:29",7874905,626063
"blanca","2019.07.09 22:45:41",7874934,626053
"blanca","2019.07.09 22:52:21",7874943,626063
"blanca","2019.07.09 22:59:28",7874947,626082
"blanca","2019.07.09 23:06:27",7874958,626089
"blanca","2019.07.09 23:13:38",7874944,626057
"blanca","2019.07.09 23:27:18",7874958,626026
"blanca","2019.07.09 23:34:26",7875012,626008
"blanca","2019.07.09 23:41:42",7875036,626025
"blanca","2019.07.09 23:48:22",7875056,626023
"blanca","2019.07.10 00:03:03",7875114,626060
"blanca","2019.07.10 00:09:30",7875122,626012
"blanca","2019.07.10 00:17:01",7875095,626074
"blanca","2019.07.10 00:38:03",7875032,625937
"blanca","2019.07.10 00:52:03",7875058,626037
"blanca","2019.07.10 00:58:43",7875030,626006
"blanca","2019.07.10 01:06:03",7875030,625985
"blanca","2019.07.10 01:12:23",7874977,625966
"blanca","2019.07.10 01:26:42",7875588,625921
"blanca","2019.07.10 21:56:19",7874805,625898
"blanca","2019.07.10 22:25:03",7874765,625886
"blanca","2019.07.11 22:10:23",7874936,625929
"blanca","2019.07.11 22:17:23",7874979,625896
"blanca","2019.07.11 22:24:17",7875012,625889
"blanca","2019.07.11 22:31:26",7875034,625878
"blanca","2019.07.11 22:38:25",7875047,625877
"blanca","2019.07.11 22:45:23",7875050,625881
"blanca","2019.07.11 22:52:20",7875053,625873
"blanca","2019.07.11 23:00:00",7875066,625881
"blanca","2019.07.11 23:06:44",7875062,625872
"blanca","2019.07.11 23:13:29",7874874,626016
"blanca","2019.07.11 23:20:20",7875073,625840
"blanca","2019.07.11 23:27:23",7875079,625831
"blanca","2019.07.11 23:34:34",7875094,625823
"blanca","2019.07.11 23:41:25",7875061,625818
"blanca","2019.07.11 23:49:03",7875039,625801
"blanca","2019.07.11 23:55:30",7875131,625804
"blanca","2019.07.12 00:02:16",7875123,625760
"blanca","2019.07.12 00:09:22",7875117,625757
"blanca","2019.07.12 00:16:43",7875115,625676
"blanca","2019.07.12 00:23:55",7875125,625682
"blanca","2019.07.12 00:30:42",7875154,625616
"blanca","2019.07.12 00:37:25",7875152,625594
"blanca","2019.07.12 00:44:29",7875130,625565
"blanca","2019.07.12 00:51:25",7875198,625515
"blanca","2019.07.12 01:05:20",7875308,625531
"blanca","2019.07.12 01:12:44",7875343,625553
"blanca","2019.07.12 01:19:59",7875441,625494
"blanca","2019.07.12 01:48:35",7822206,677180
"blanca","2019.07.12 02:50:33",7875742,625769
"blanca","2019.07.12 02:57:39",7875755,625844
"blanca","2019.07.12 03:05:01",7875796,625841
"blanca","2019.07.12 03:18:21",7875796,625825
"blanca","2019.07.12 03:26:04",7875717,625826
"blanca","2019.07.12 03:32:34",7875640,625775
"blanca","2019.07.12 03:39:18",7875679,625767
"blanca","2019.07.12 22:03:20",7875733,625778
"blanca","2019.07.12 22:10:33",7875770,625780
"blanca","2019.07.12 22:17:25",7875817,625745
"blanca","2019.07.12 22:24:31",7875809,625735
"blanca","2019.07.12 22:31:22",7875863,625804
"blanca","2019.07.12 22:38:28",7875879,625809
"blanca","2019.07.12 22:45:12",7875915,625810
"blanca","2019.07.12 22:53:04",7875970,625852
"blanca","2019.07.12 22:59:24",7875977,625860
"blanca","2019.07.12 23:06:17",7875999,625826
"blanca","2019.07.12 23:13:54",7876012,625845
"blanca","2019.07.12 23:20:21",7876016,625849
"blanca","2019.07.12 23:27:20",7876045,625855
"blanca","2019.07.12 23:34:16",7876060,625877
"blanca","2019.07.12 23:41:34",7876058,625909
"blanca","2019.07.12 23:48:23",7876078,625940
"blanca","2019.07.12 23:55:16",7876112,625921
"blanca","2019.07.13 00:03:04",7876136,625942
"blanca","2019.07.13 00:10:04",7876144,625942
"blanca","2019.07.13 00:16:58",7874019,622009
"blanca","2019.07.13 00:30:47",7876197,625977
"blanca","2019.07.13 00:37:27",7876206,625970
"blanca","2019.07.13 00:44:28",7876204,625975
"blanca","2019.07.13 00:51:33",7876205,625946
"blanca","2019.07.13 00:58:14",7876171,625934
"blanca","2019.07.13 01:05:25",7876098,625977
"blanca","2019.07.13 01:54:40",7876015,626042
"blanca","2019.07.13 02:09:03",7875937,626103
"blanca","2019.07.13 02:22:29",7875953,625997
"blanca","2019.07.13 02:29:33",7875953,625940
"blanca","2019.07.13 02:37:03",7875886,625971
"blanca","2019.07.13 02:43:12",7875889,625971
"blanca","2019.07.13 02:50:28",7875874,625954
"blanca","2019.07.13 02:57:20",7875862,625961
"blanca","2019.07.13 03:04:22",7875862,625925
"blanca","2019.07.13 03:11:33",7875785,625819
"blanca","2019.07.13 03:18:22",7875736,625772
"blanca","2019.07.13 23:06:13",7875700,625772
"blanca","2019.07.13 23:13:17",7875689,625774
"blanca","2019.07.13 23:20:29",7875686,625786
"blanca","2019.07.13 23:27:28",7875698,625785
"blanca","2019.07.13 23:34:17",7875679,625814
"blanca","2019.07.13 23:41:13",7875682,625848
"blanca","2019.07.13 23:48:58",7875641,625809
"blanca","2019.07.13 23:55:14",7875622,625802
"blanca","2019.07.14 00:02:29",7875605,625812
"blanca","2019.07.14 00:09:26",7875579,625838
"blanca","2019.07.14 00:16:14",7875579,625837
"blanca","2019.07.14 00:24:00",7875561,625898
"blanca","2019.07.14 00:30:22",7875601,625897
"blanca","2019.07.14 00:44:17",7875560,625878
"blanca","2019.07.14 00:51:28",7875492,625873
"blanca","2019.07.14 00:58:41",7875461,625854
"blanca","2019.07.14 01:05:30",7875423,625866
"blanca","2019.07.14 01:13:03",7875441,625889
"blanca","2019.07.14 01:19:25",7875628,625778
"blanca","2019.07.14 01:27:03",7875424,625825
"blanca","2019.07.14 01:33:23",7875476,625850
"blanca","2019.07.14 01:40:37",7875527,625834
"blanca","2019.07.14 01:48:03",7875598,625804
"blanca","2019.07.14 01:55:03",7875541,625818
"blanca","2019.07.14 02:02:03",7875576,625802
"blanca","2019.07.14 02:08:17",7875567,625723
"blanca","2019.07.14 02:15:31",7875555,625699
"blanca","2019.07.14 02:22:32",7874951,625480
"blanca","2019.07.14 02:30:03",7875584,625731
"blanca","2019.07.14 02:43:30",7875665,625776
"blanca","2019.07.14 02:58:03",7875787,625816
"blanca","2019.07.14 03:04:22",7875744,625817
"blanca","2019.07.14 03:11:38",7875718,625845
"blanca","2019.07.14 22:25:03",7875697,625718
"blanca","2019.07.14 22:31:36",7875715,625757
"blanca","2019.07.15 22:10:31",7875710,625749
"blanca","2019.07.15 22:24:42",7875720,625743
"blanca","2019.07.15 22:31:18",7875776,625772
"blanca","2019.07.15 22:38:20",7875805,625864
"blanca","2019.07.15 22:45:20",7875863,625965
"blanca","2019.07.15 22:52:16",7875909,625963
"blanca","2019.07.15 22:59:19",7875855,626043
"blanca","2019.07.15 23:06:30",7875842,626094
"blanca","2019.07.15 23:20:15",7875836,626117
"blanca","2019.07.15 23:34:17",7875833,626169
"blanca","2019.07.15 23:41:32",7875800,626153
"blanca","2019.07.15 23:48:15",7875837,626254
"blanca","2019.07.16 00:51:34",7875791,626229
"blanca","2019.07.16 00:58:26",7875836,626245
"blanca","2019.07.16 01:05:34",7875869,626243
"blanca","2019.07.16 01:13:03",7875866,626250
"blanca","2019.07.16 01:26:41",7875879,626245
"blanca","2019.07.16 01:34:03",7875882,626246
"blanca","2019.07.16 01:40:19",7875874,626241
"blanca","2019.07.16 02:01:19",7875893,626269
"blanca","2019.07.16 02:15:57",7875680,626557
"blanca","2019.07.16 02:23:03",7875896,626323
