"id","sl2","ta2","act.count","northing","easting","date","act.cat","sl.cat","ta.cat","z.map","z.post.thresh","z.post.max"
"blanca",0.820075858954492,2.29743866747662,NA,7874778,625946,2019-06-23 19:06:22,NA,1,9,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",5.49587792060189,-2.73477655922451,NA,7874740,625947,2019-06-23 19:13:17,NA,1,1,"Slow-Turn","Slow-Turn","Slow-Turn"
"blanca",1.92473639274557,1.84298554112815,46,7874744,625960,2019-06-23 19:20:21,1,1,8,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",5.5783783801376,0.735861937603986,NA,7874781,625982,2019-06-23 19:28:04,NA,1,7,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",2.88530760925069,0.379833580622716,104,7874800,625985,2019-06-23 19:34:44,3,1,6,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",2.17552225570515,0.989583143656447,NA,7874810,625974,2019-06-23 19:41:34,NA,1,7,"Slow-Turn","Slow-Unif","Slow-Unif"
"blanca",2.3833726939678,-1.1358661350494,NA,7874826,625979,2019-06-23 19:48:36,NA,1,4,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",0.30984775669743,1.41003358616906,102,7874827,625977,2019-06-23 19:55:49,3,1,8,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",3.398572620673,-1.01648883059335,NA,7874849,625975,2019-06-23 20:02:19,NA,1,4,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",3.34763793509389,2.11516317498447,141,7874835,625956,2019-06-23 20:09:22,3,1,9,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",11.6008945989176,0.726384198451087,NA,7874755,625939,2019-06-23 20:16:25,NA,2,7,"Exploratory","Exploratory","Exploratory"
"blanca",6.50094098108803,-1.49396246613807,NA,7874761,625894,2019-06-23 20:23:24,NA,1,3,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",4.33151412438716,-1.34758490729748,NA,7874794,625891,2019-06-23 20:31:03,NA,1,3,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",12.9507179728568,NA,NA,7874750,625954,2019-06-25 18:38:16,NA,2,NA,"Exploratory","Exploratory","Exploratory"
"blanca",6.15259639047169,2.13480841430501,86,7874797,625950,2019-06-25 18:45:56,2,1,9,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",12.0121375621048,-1.25591702200182,NA,7874827,626021,2019-06-25 18:52:21,NA,2,4,"Exploratory","Exploratory","Exploratory"
"blanca",0.947040555176382,1.63466283755291,67,7874833,626018,2019-06-25 18:59:26,2,1,8,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",2.77376225222802,-0.157768737595954,NA,7874852,626012,2019-06-25 19:06:37,NA,1,5,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",1.0656801799401,-2.46467780174732,NA,7874848,626018,2019-06-25 19:13:23,NA,1,2,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",4.63101740342899,2.92379176305337,91,7874873,625994,2019-06-25 19:20:52,2,1,10,"Slow-Turn","Slow-Turn","Slow-Turn"
"blanca",3.50823207722812,-2.06953711035488,NA,7874879,626016,2019-06-25 19:27:22,NA,1,2,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",16.6450146884817,1.87059918643623,163,7874975,625955,2019-06-25 19:34:12,4,2,8,"Exploratory","Exploratory","Exploratory"
"blanca",19.1535784620325,-3.02497926640328,NA,7874868,626042,2019-06-25 19:41:24,NA,2,1,"Slow-Turn","Unclassified","Slow-Turn"
"blanca",3.19476306635604,-2.38899233675918,NA,7874871,626020,2019-06-25 19:48:21,NA,1,2,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",7.56160484606631,-1.16225990972269,145,7874921,626006,2019-06-25 19:55:13,3,1,4,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",5.95513037979369,0.930613789889967,NA,7874936,625967,2019-06-25 20:02:14,NA,1,7,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",3.41824131189705,2.23341099775684,91,7874913,625974,2019-06-25 20:09:16,2,1,9,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",7.80357491262014,-0.222841383413225,NA,7874858,625978,2019-06-25 20:16:20,NA,1,5,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",9.43743456407219,-0.740265042323849,NA,7874806,625937,2019-06-25 20:23:21,NA,1,4,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",18.5451646866296,NA,38,7874763,625890,2019-06-26 18:59:22,1,2,NA,"Slow-Turn","Slow-Turn","Slow-Turn"
"blanca",12.1444304149693,-1.01752610180711,NA,7874743,625808,2019-06-26 19:06:19,NA,2,4,"Exploratory","Exploratory","Exploratory"
"blanca",1.86321513818293,0.059267331622519,NA,7874739,625795,2019-06-26 19:13:37,NA,1,6,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",2.18997586494615,NA,127,7874743,625799,2019-06-26 19:35:00,3,1,NA,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",1.25972777317165,2.43709858934758,NA,7874744,625807,2019-06-26 19:41:24,NA,1,9,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",5.66303304680671,-3.00979626557095,96,7874733,625765,2019-06-26 19:49:04,2,1,1,"Slow-Turn","Slow-Turn","Slow-Turn"
"blanca",5.89928057553957,-0.256151382565603,NA,7874733,625724,2019-06-26 19:56:01,NA,1,5,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",2.94933992490343,0.602287346134965,NA,7874722,625708,2019-06-26 20:02:36,NA,1,6,"Slow-Turn","Slow-Unif","Slow-Unif"
"blanca",4.12101302643767,-0.7090230187841,77,7874725,625680,2019-06-26 20:09:26,2,1,4,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",2.39319691912002,2.81170116642539,NA,7874718,625695,2019-06-26 20:16:21,NA,1,10,"Slow-Turn","Slow-Turn","Slow-Turn"
"blanca",1.44885614092858,-0.0270204491872648,109,7874713,625705,2019-06-26 20:24:04,3,1,5,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",4.939557383661,0.912370953011527,114,7874726,625732,2019-06-26 20:30:08,3,1,7,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",9.50225888193736,0.378317398485316,NA,7874776,625778,2019-06-26 20:37:17,NA,1,6,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",3.18712009251308,-0.962568456481538,125,7874773,625800,2019-06-26 20:44:15,3,1,4,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",3.62052544783633,-2.30157087536207,NA,7874756,625780,2019-06-26 20:51:30,NA,1,2,"Exploratory","Unclassified","Slow-Unif"
"blanca",16.1123322935659,1.56420508514774,208,7874663,625858,2019-06-26 20:59:02,5,2,8,"Exploratory","Exploratory","Exploratory"
"blanca",10.8066225586691,1.87393337751176,NA,7874727,625899,2019-06-26 21:06:04,NA,2,8,"Exploratory","Exploratory","Exploratory"
"blanca",5.57793762439772,NA,NA,7874768,625911,2019-06-26 21:26:52,NA,1,NA,"Slow-Turn","Unclassified","Slow-Unif"
"blanca",6.54292956465402,0.473125998130668,NA,7874793,625877,2019-06-26 21:33:19,NA,1,6,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",12.4957339699311,NA,NA,7874834,625977,2019-06-27 18:31:19,NA,2,NA,"Exploratory","Exploratory","Exploratory"
"blanca",3.53673194326352,1.38262063630661,NA,7874857,625968,2019-06-27 18:38:18,NA,1,8,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",7.12738031118372,-2.22208370760007,141,7874843,626017,2019-06-27 18:45:27,3,1,2,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",3.20234076079995,0.0642389754412898,NA,7874838,626040,2019-06-27 18:52:48,NA,1,6,"Slow-Turn","Slow-Unif","Slow-Unif"
"blanca",6.27057856785826,NA,NA,7874850,626072,2019-06-27 19:13:22,NA,1,NA,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",1.69013098401313,-1.90012249384273,55,7874844,626082,2019-06-27 19:20:16,2,1,2,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",1.92427847078745,1.88441697901159,NA,7874857,626085,2019-06-27 19:27:12,NA,1,8,"Slow-Turn","Slow-Unif","Slow-Unif"
"blanca",0.582513595485485,1.01219701145133,55,7874860,626082,2019-06-27 19:34:29,2,1,7,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",2.67343103165327,0.273008703086711,NA,7874869,626066,2019-06-27 19:41:21,NA,1,6,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",3.2071915843027,-0.369482478269297,NA,7874886,626052,2019-06-27 19:48:13,NA,1,5,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",1.31331523880138,-0.130325072871299,10,7874894,626047,2019-06-27 19:55:24,1,1,5,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",1.63966789840359,0.226798848053886,NA,7874902,626039,2019-06-27 20:02:18,NA,1,6,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",2.48896663134057,-2.76860493178973,145,7874895,626055,2019-06-27 20:09:19,3,1,1,"Slow-Turn","Slow-Turn","Slow-Turn"
"blanca",5.76625035367522,-2.03127938939735,NA,7874869,626024,2019-06-27 20:16:20,NA,1,2,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",4.1730892004452,-3.0540973127874,NA,7874890,626045,2019-06-27 20:23:27,NA,1,1,"Slow-Turn","Slow-Turn","Slow-Turn"
"blanca",0.733671872459393,2.15879893034246,57,7874891,626040,2019-06-27 20:30:24,2,1,9,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",3.50218590632321,1.97358727583454,NA,7874867,626045,2019-06-27 20:37:24,NA,1,9,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",1.52410324730222,-1.3956853388723,55,7874863,626035,2019-06-27 20:44:28,2,1,3,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",6.42158988171905,0.608384831542646,NA,7874825,626010,2019-06-27 20:51:33,NA,1,6,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",4.01877970681679,0.962411495252251,NA,7874800,626020,2019-06-27 20:58:15,NA,1,7,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",2.75411175020533,-2.15879893034246,128,7874804,626001,2019-06-27 21:05:18,3,1,2,"Slow-Turn","Unclassified","Slow-Unif"
"blanca",11.9633794965968,0.411917431812348,NA,7874787,625919,2019-06-27 21:12:18,NA,2,6,"Exploratory","Exploratory","Exploratory"
"blanca",2.83110912199793,NA,NA,7874895,625981,2019-06-28 18:52:35,NA,1,NA,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",4.04514809999962,0.151015342921359,107,7874919,625993,2019-06-28 18:59:13,3,1,6,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",3.50853977277272,-0.573440526154829,NA,7874932,626015,2019-06-28 19:06:30,NA,1,5,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",0.196418550329597,1.82248629855308,NA,7874933,626014,2019-06-28 19:13:42,NA,1,8,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",1.66598625567009,1.32581766366803,25,7874927,626004,2019-06-28 19:20:42,1,1,8,"Slow-Turn","Slow-Unif","Slow-Unif"
"blanca",3.33610665446836,NA,138,7874971,625969,2019-06-28 19:55:41,3,1,NA,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",5.3242429992631,-2.41169299543806,NA,7874960,626002,2019-06-28 20:02:13,NA,1,2,"Slow-Turn","Unclassified","Slow-Unif"
"blanca",6.00622514433393,0.83798122500839,106,7874981,626039,2019-06-28 20:09:18,3,1,7,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",1.48494665495005,1.56166416057549,NA,7874990,626034,2019-06-28 20:16:14,NA,1,8,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",24.1541921827246,NA,NA,7874930,626042,2019-06-28 20:37:22,NA,3,NA,"Transit","Unclassified","Exploratory"
"blanca",5.60305037779281,-0.285464503822281,169,7874907,626010,2019-06-28 20:44:24,4,1,5,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",36.5914017058413,2.72154421564197,NA,7874962,626277,2019-06-28 20:51:51,NA,4,10,"Slow-Turn","Unclassified","Slow-Turn"
"blanca",33.2006316273468,-1.95756954495042,NA,7874752,626238,2019-06-28 20:58:17,NA,4,2,"Slow-Turn","Unclassified","Slow-Turn"
"blanca",36.7578951471209,-1.671117519664,123,7874827,625981,2019-06-28 21:05:34,3,4,3,"Exploratory","Unclassified","Exploratory"
"blanca",15.3957798018413,NA,NA,7874937,625925,2019-06-29 18:17:09,NA,2,NA,"Exploratory","Exploratory","Exploratory"
"blanca",4.49868213402775,1.93579583797515,106,7874938,625893,2019-06-29 18:24:16,3,1,9,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",8.77839755854017,-2.67568260501028,NA,7874964,625949,2019-06-29 18:31:18,NA,1,1,"Exploratory","Slow-Turn","Slow-Turn"
"blanca",6.09727986330609,1.30127478906028,NA,7875006,625942,2019-06-29 18:38:17,NA,1,8,"Slow-Turn","Slow-Unif","Slow-Unif"
"blanca",6.10285981808396,-3.02201089248171,131,7874965,625954,2019-06-29 18:45:17,3,1,1,"Slow-Turn","Slow-Turn","Slow-Turn"
"blanca",5.01397844391741,1.31462954611094,NA,7874966,625989,2019-06-29 18:52:16,NA,1,8,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",1.86771339187917,2.00588027795694,35,7874978,625983,2019-06-29 18:59:27,1,1,9,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",4.54668948975108,-0.367173833818219,NA,7875009,625980,2019-06-29 19:06:18,NA,1,5,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",1.0493177112753,1.34996755706555,NA,7875010,625972,2019-06-29 19:13:59,NA,1,8,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",6.60782803063449,-1.0257779831151,125,7875048,625955,2019-06-29 19:20:17,3,1,4,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",2.30169153743893,0.119756151137549,NA,7875063,625946,2019-06-29 19:27:53,NA,1,6,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",2.49348177782429,-0.021273386024061,94,7875077,625938,2019-06-29 19:34:21,2,1,5,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",2.21654976180027,-0.840896668643165,NA,7875092,625943,2019-06-29 19:41:29,NA,1,4,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",4.60953384053926,0.130566094799628,NA,7875123,625949,2019-06-29 19:48:20,NA,1,6,"Slow-Turn","Slow-Unif","Slow-Unif"
"blanca",3.30702464917905,-2.50598898409168,37,7875102,625959,2019-06-29 19:55:22,1,1,2,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",2.22870574357711,-0.199440546774235,NA,7875086,625963,2019-06-29 20:02:46,NA,1,5,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",3.61609419835367,0.785398163397448,156,7875074,625983,2019-06-29 20:09:13,4,1,7,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",4.40585676386426,-0.839192366927298,NA,7875043,625989,2019-06-29 20:16:23,NA,1,4,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",2.34790681674515,NA,NA,7874973,625913,2019-06-29 20:37:26,NA,1,NA,"Exploratory","Unclassified","Slow-Unif"
"blanca",6.22737954331279,0.0767718912697783,105,7874942,625884,2019-06-29 20:44:15,3,1,6,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",3.28262213996602,0.175701946928017,NA,7874922,625871,2019-06-29 20:51:31,NA,1,6,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",2.9038401381217,-0.576196776624484,NA,7874914,625853,2019-06-29 20:58:18,NA,1,5,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",1.74207996094459,1.31772067463029,64,7874902,625855,2019-06-29 21:05:17,2,1,8,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",9.65014446343714,NA,207,7874720,625979,2019-06-30 18:24:09,5,1,NA,"Slow-Turn","Unclassified","Exploratory"
"blanca",8.58169833848867,NA,77,7874711,625961,2019-06-30 18:45:23,2,1,NA,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",10.1117469811666,-1.8297686749967,NA,7874743,626023,2019-06-30 18:52:17,NA,2,3,"Exploratory","Exploratory","Exploratory"
"blanca",12.2290206221054,0.805057901712048,82,7874827,626048,2019-06-30 18:59:27,2,2,7,"Exploratory","Unclassified","Exploratory"
"blanca",2.96649896800239,-0.461658056788799,NA,7874842,626062,2019-06-30 19:06:22,NA,1,5,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",5.81564537739016,2.05335917828693,NA,7874853,626022,2019-06-30 19:13:30,NA,1,9,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",3.76715449803852,-1.83613830752825,163,7874875,626035,2019-06-30 19:20:17,4,1,3,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",4.29239853352811,0.794310583386602,NA,7874905,626027,2019-06-30 19:27:31,NA,1,7,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",1.18272729803891,-0.384957386294102,127,7874913,626028,2019-06-30 19:34:20,3,1,5,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",1.32067280471069,-2.69548710464639,NA,7874904,626031,2019-06-30 19:41:31,NA,1,1,"Slow-Turn","Slow-Turn","Slow-Turn"
"blanca",2.29060622085344,-2.99969559898563,NA,7874918,626024,2019-06-30 19:48:21,NA,1,1,"Slow-Turn","Slow-Turn","Slow-Turn"
"blanca",7.01912448806073,0.541999277787331,120,7874944,625983,2019-06-30 19:55:16,3,1,6,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",6.96337712359359,-1.80437759347973,NA,7874981,626021,2019-06-30 20:02:53,NA,1,3,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",3.13064808306603,-0.240341552844497,47,7874991,626038,2019-06-30 20:09:11,1,1,5,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",3.84189276871083,2.05126927098742,NA,7875006,626014,2019-06-30 20:16:33,NA,1,9,"Slow-Turn","Unclassified","Slow-Unif"
"blanca",1.9117043789431,1.80764508774182,NA,7874994,626010,2019-06-30 20:23:10,NA,1,8,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",6.37914349198099,-1.38159730469493,134,7875000,625965,2019-06-30 20:30:17,3,1,3,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",3.36933045356371,NA,NA,7875014,625879,2019-06-30 20:51:54,NA,1,NA,"Slow-Turn","Unclassified","Slow-Unif"
"blanca",2.9517213393869,1.33260708407715,NA,7874995,625882,2019-06-30 20:58:25,NA,1,8,"Slow-Turn","Slow-Unif","Slow-Unif"
"blanca",9.21001843620948,-1.31849037482599,136,7874969,625822,2019-06-30 21:05:31,3,1,3,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",12.2228047629768,-3.02866620272631,NA,7875015,625902,2019-06-30 21:13:04,NA,2,1,"Exploratory","Unclassified","Slow-Turn"
"blanca",19.6190733035225,-2.7345135938375,217,7874916,625828,2019-06-30 21:19:22,5,2,1,"Exploratory","Exploratory","Exploratory"
"blanca",72.4582734046074,2.81847759162211,NA,7875200,626238,2019-06-30 21:26:15,NA,7,10,"Slow-Turn","Slow-Turn","Slow-Turn"
"blanca",85.0569058595347,-2.94816876366936,NA,7874760,625810,2019-06-30 21:33:28,NA,7,1,"Slow-Turn","Slow-Turn","Slow-Turn"
"blanca",1.92410008486136,0.629677104671278,140,7874746,625808,2019-06-30 21:40:49,3,1,7,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",13.3563852876428,1.8054497015872,NA,7874754,625894,2019-06-30 21:47:17,NA,2,8,"Exploratory","Exploratory","Exploratory"
"blanca",3.93073069248251,0.926385024078206,187,7874780,625910,2019-06-30 21:55:03,4,1,7,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",5.32843383538869,NA,58,7874695,625822,2019-07-01 18:24:22,2,1,NA,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",3.90487728706137,0.248896370801106,NA,7874701,625796,2019-07-01 18:31:12,NA,1,6,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",1.09489481437944,-0.649259202544307,NA,7874707,625791,2019-07-01 18:38:20,NA,1,4,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",1.41033763271543,-0.276513946617474,61,7874716,625787,2019-07-01 18:45:19,2,1,5,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",6.75709222733387,0.938511313651846,NA,7874726,625741,2019-07-01 18:52:17,NA,1,7,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",10.1669905087945,0.766645033854536,121,7874689,625681,2019-07-01 18:59:13,3,2,7,"Exploratory","Exploratory","Exploratory"
"blanca",1.08225168719261,0.323473700307479,NA,7874683,625676,2019-07-01 19:06:26,NA,1,6,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",12.3801381280341,-1.67758384783928,NA,7874746,625615,2019-07-01 19:13:31,NA,2,3,"Exploratory","Exploratory","Exploratory"
"blanca",10.2856590914078,NA,173,7874761,625555,2019-07-01 19:34:18,4,2,NA,"Exploratory","Exploratory","Exploratory"
"blanca",4.67803525433814,0.385807532272961,NA,7874764,625522,2019-07-01 19:41:23,NA,1,6,"Slow-Turn","Slow-Unif","Slow-Unif"
"blanca",2.17917675544794,-2.12363754838744,NA,7874776,625531,2019-07-01 19:48:16,NA,1,2,"Exploratory","Unclassified","Slow-Unif"
"blanca",4.34818395413854,0.519146114246523,212,7874808,625535,2019-07-01 19:55:41,5,1,6,"Exploratory","Unclassified","Exploratory"
"blanca",2.83785365803108,NA,NA,7874856,625590,2019-07-01 20:23:17,NA,1,NA,"Exploratory","Unclassified","Slow-Unif"
"blanca",6.15329431517983,0.171889715520647,183,7874884,625623,2019-07-01 20:30:19,4,1,6,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",5.49597078053626,-0.0448077466619761,NA,7874908,625654,2019-07-01 20:37:27,NA,1,5,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",2.47719846759901,2.8951970590697,154,7874901,625638,2019-07-01 20:44:30,4,1,10,"Slow-Turn","Slow-Turn","Slow-Turn"
"blanca",7.65449925449465,-2.25621547147899,NA,7874951,625652,2019-07-01 20:51:17,NA,1,2,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",6.21369708773235,1.25005536317084,9,7874978,625612,2019-07-01 20:59:03,1,1,7,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",5.47535564246039,-1.87310204465547,NA,7875002,625642,2019-07-01 21:06:04,NA,1,3,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",3.26262452526596,2.42142843194466,NA,7875003,625620,2019-07-01 21:12:49,NA,1,9,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",12.0143413334656,-2.61621886184875,105,7875041,625693,2019-07-01 21:19:40,3,2,1,"Slow-Turn","Slow-Turn","Slow-Turn"
"blanca",9.81222782454324,NA,NA,7875005,625728,2019-07-01 21:41:02,NA,1,NA,"Slow-Turn","Unclassified","Slow-Unif"
"blanca",6.93908133379116,1.07394414312726,NA,7875044,625707,2019-07-01 21:47:25,NA,1,7,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",2.81758327475943,NA,NA,7875058,625746,2019-07-01 22:08:36,NA,1,NA,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",13.6167729529898,NA,NA,7874886,625884,2019-07-01 22:58:03,NA,2,NA,"Unclassified","Exploratory","Exploratory"
"blanca",3.26183542342511,NA,NA,7874817,625979,2019-07-02 18:31:20,NA,1,NA,"Slow-Unif","Unclassified","Slow-Unif"
"blanca",11.640962482071,1.39666235790723,NA,7874898,625975,2019-07-02 18:38:18,NA,2,8,"Exploratory","Exploratory","Exploratory"
"blanca",1.42994863069264,2.58515151694449,65,7874889,625970,2019-07-02 18:45:30,2,1,10,"Slow-Turn","Slow-Turn","Slow-Turn"
"blanca",4.42276595827745,2.39964538558388,NA,7874899,626000,2019-07-02 18:52:39,NA,1,9,"Slow-Turn","Unclassified","Slow-Unif"
"blanca",6.33405826087252,2.2187683446954,128,7874923,625965,2019-07-02 18:59:21,3,1,9,"Slow-Turn","Unclassified","Slow-Unif"
"blanca",6.02601196874011,-1.55110275610205,NA,7874958,625988,2019-07-02 19:06:18,NA,1,3,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",4.23113424832495,-0.657356675447111,NA,7874968,626017,2019-07-02 19:13:33,NA,1,4,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",2.2454367879697,0.833845072966928,97,7874982,626023,2019-07-02 19:20:20,2,1,7,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",1.73142632847287,-0.555178576120605,NA,7874989,626033,2019-07-02 19:27:23,NA,1,5,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",4.53147976485164,-0.486370969842447,202,7874993,626065,2019-07-02 19:34:30,5,1,5,"Exploratory","Unclassified","Exploratory"
"blanca",7.3195524883068,-0.0429029502408905,NA,7874997,626114,2019-07-02 19:41:13,NA,1,5,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",3.86771673234184,-0.37995097589205,NA,7874989,626140,2019-07-02 19:48:15,NA,1,5,"Slow-Turn","Slow-Unif","Slow-Unif"
"blanca",3.84003486554419,0.405234604235315,201,7874992,626168,2019-07-02 19:55:35,5,1,6,"Exploratory","Unclassified","Exploratory"
"blanca",13.3372466573172,-3.01407311264468,NA,7874971,626080,2019-07-02 20:02:22,NA,2,1,"Slow-Turn","Unclassified","Slow-Turn"
"blanca",3.2315010267617,1.37818369229923,95,7874947,626081,2019-07-02 20:09:48,2,1,8,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",0.338798178409059,2.6363024654904,NA,7874949,626082,2019-07-02 20:16:24,NA,1,10,"Slow-Turn","Slow-Turn","Slow-Turn"
"blanca",3.96577981449707,-1.36082281393273,NA,7874942,626109,2019-07-02 20:23:26,NA,1,3,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",5.68102632416053,-0.00364961883244591,52,7874932,626147,2019-07-02 20:30:21,2,1,5,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",4.27103448091796,-2.59281214414084,NA,7874923,626117,2019-07-02 20:37:41,NA,1,1,"Slow-Turn","Slow-Turn","Slow-Turn"
"blanca",1.17359413202934,-0.291456794477867,147,7874923,626109,2019-07-02 20:44:30,3,1,5,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",2.77372262773723,1.5707963267949,NA,7874904,626109,2019-07-02 20:51:21,NA,1,8,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",3.56302296288388,0.49934672168013,NA,7874882,626121,2019-07-02 20:58:23,NA,1,6,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",11.5364493570343,-1.40283691349667,139,7874830,626055,2019-07-02 21:05:40,3,2,3,"Exploratory","Exploratory","Exploratory"
"blanca",2.65803994855665,NA,NA,7874877,626061,2019-07-02 21:26:24,NA,1,NA,"Slow-Turn","Unclassified","Slow-Unif"
"blanca",2.69979423084221,-1.35970299357215,NA,7874894,626072,2019-07-02 21:33:54,NA,1,3,"Exploratory","Slow-Unif","Slow-Unif"
"blanca",6.87677533895794,0.946372589032822,130,7874935,626056,2019-07-02 21:40:18,3,1,7,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",1.99451860771133,0.831554734118557,NA,7874940,626043,2019-07-02 21:47:17,NA,1,7,"Slow-Unif","Slow-Unif","Slow-Unif"
"blanca",11.9189439334949,NA,NA,7874830,625990,2019-07-02 22:08:12,NA,2,NA,"Exploratory","Exploratory","Exploratory"
